gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
MIA202009010,merrj001,TOR,6,7,0,1,3,1,20200901,0,regular
MIA202009010,herne002,MIA,6,9,1,1,2,1,20200901,0,regular
MIL202009010,fulmm001,DET,9,13,0,2,6,1,20200901,0,regular
MIL202009010,lindj004,MIL,15,24,4,3,4,1,20200901,0,regular
MIN202009010,keucd001,CHA,15,24,0,2,4,1,20200901,0,regular
MIN202009010,pinem001,MIN,18,24,2,1,4,1,20200901,0,regular
NYA202009010,richt001,TBA,14,18,2,0,5,1,20200901,0,regular
NYA202009010,tanam001,NYA,18,22,2,1,7,1,20200901,0,regular
PHI202009010,corbp001,WAS,15,23,2,3,2,1,20200901,0,regular
PHI202009010,nolaa001,PHI,24,28,0,3,9,1,20200901,0,regular
PIT202009010,lestj001,CHN,16,27,5,3,3,1,20200901,0,regular
PIT202009010,kuhlc001,PIT,12,20,3,2,3,1,20200901,0,regular
ANA202009020,lamed001,SDN,19,25,3,1,6,1,20200902,0,regular
ANA202009020,tehej001,ANA,15,20,2,3,2,1,20200902,0,regular
BAL202009020,wachm001,NYN,9,15,2,1,2,1,20200902,0,regular
BAL202009020,meanj001,BAL,16,24,4,1,1,1,20200902,0,regular
BOS202009020,erlir001,ATL,12,20,5,2,3,1,20200902,0,regular
BOS202009020,leyer001,BOS,3,5,0,1,2,1,20200902,0,regular
CIN202009020,oviej001,SLN,14,20,3,1,5,1,20200902,0,regular
CIN202009020,mahlt001,CIN,21,26,3,2,3,1,20200902,0,regular
COL202009020,webbl001,SFN,16,24,4,2,5,1,20200902,0,regular
COL202009020,freek001,COL,6,15,4,1,2,1,20200902,0,regular
HOU202009020,allak001,TEX,21,24,2,2,4,1,20200902,0,regular
HOU202009020,javic001,HOU,20,24,1,2,3,1,20200902,0,regular
KCA202009020,mcket001,CLE,18,19,0,0,6,1,20200902,0,regular
KCA202009020,junij001,KCA,12,16,2,0,1,1,20200902,0,regular
LAN202009020,gallz001,ARI,21,24,0,2,7,1,20200902,0,regular
LAN202009020,buehw001,LAN,15,19,0,1,6,1,20200902,0,regular
MIA202009020,ryu-h001,TOR,18,26,1,2,8,1,20200902,0,regular
MIA202009020,sancs001,MIA,21,24,2,0,5,1,20200902,0,regular
MIL202009020,turns003,DET,13,22,5,5,5,1,20200902,0,regular
MIL202009020,housa001,MIL,15,24,5,1,2,1,20200902,0,regular
MIN202009020,loper003,CHA,5,11,1,2,2,1,20200902,0,regular
MIN202009020,berrj001,MIN,18,25,1,2,8,1,20200902,0,regular
NYA202009020,mortc002,TBA,6,9,0,2,4,1,20200902,0,regular
NYA202009020,montj004,NYA,2,9,4,1,2,1,20200902,0,regular
PHI202009020,schem001,WAS,18,28,3,3,6,1,20200902,0,regular
PHI202009020,wheez001,PHI,20,26,0,2,6,1,20200902,0,regular
PIT202009020,hendk001,CHN,18,25,1,2,6,1,20200902,0,regular
PIT202009020,musgj001,PIT,9,12,2,0,4,1,20200902,0,regular
ANA202009030,clevm001,SDN,18,22,2,1,2,1,20200903,0,regular
ANA202009030,heana001,ANA,21,25,0,2,6,1,20200903,0,regular
BOS202009030,walkt004,TOR,17,23,2,1,4,1,20200903,0,regular
BOS202009030,perem004,BOS,20,25,1,3,5,1,20200903,0,regular
HOU202009030,lynnl001,TEX,18,30,6,2,7,1,20200903,0,regular
HOU202009030,greiz001,HOU,18,25,3,1,9,1,20200903,0,regular
KCA202009030,ceasd001,CHA,15,23,3,2,1,1,20200903,0,regular
KCA202009030,duffd001,KCA,18,28,6,5,3,1,20200903,0,regular
LAN202009030,weavl001,ARI,16,20,2,0,5,1,20200903,0,regular
LAN202009030,kersc001,LAN,18,22,0,2,8,1,20200903,0,regular
NYN202009030,happj001,NYA,15,23,4,1,4,1,20200903,0,regular
NYN202009030,gselr001,NYN,5,13,4,4,0,1,20200903,0,regular
PHI202009030,sanca004,WAS,10,20,3,1,1,1,20200903,0,regular
PHI202009030,efliz001,PHI,18,25,4,0,5,1,20200903,0,regular
PIT202009030,milla003,CHN,15,23,4,1,2,1,20200903,0,regular
PIT202009030,brubj001,PIT,15,22,1,1,5,1,20200903,0,regular
ANA202009040,mccul002,HOU,0,5,3,3,0,1,20200904,0,regular
ANA202009040,bundd001,ANA,21,29,2,1,8,1,20200904,0,regular
ATL202009041,votha001,WAS,14,23,5,2,5,1,20200904,1,regular
ATL202009041,milot001,ATL,12,17,1,0,3,1,20200904,1,regular
ATL202009042,croww001,WAS,7,15,3,4,3,1,20200904,2,regular
ATL202009042,ynoah001,ATL,7,15,6,1,3,1,20200904,2,regular
BAL202009041,kingm002,NYA,12,19,3,2,3,1,20200904,1,regular
BAL202009041,eshet001,BAL,7,14,2,3,1,1,20200904,1,regular
BAL202009042,garcd003,NYA,14,22,4,2,6,1,20200904,2,regular
BAL202009042,lopej004,BAL,15,21,0,1,2,1,20200904,2,regular
BOS202009041,roart001,TOR,13,20,4,1,6,1,20200904,1,regular
BOS202009041,godlz001,BOS,9,14,4,1,4,1,20200904,1,regular
BOS202009042,strir001,TOR,13,21,3,2,4,1,20200904,2,regular
BOS202009042,mazzc002,BOS,12,15,1,1,2,1,20200904,2,regular
CHN202009040,flahj002,SLN,8,15,3,2,4,1,20200904,0,regular
CHN202009040,darvy001,CHN,21,22,1,0,11,1,20200904,0,regular
CLE202009040,burnc002,MIL,18,23,0,2,7,1,20200904,0,regular
CLE202009040,carrc003,CLE,18,25,1,3,7,1,20200904,0,regular
KCA202009040,dunnd001,CHA,14,24,3,4,4,1,20200904,0,regular
KCA202009040,singb001,KCA,17,28,5,1,5,1,20200904,0,regular
LAN202009040,senza001,COL,16,22,2,0,3,1,20200904,0,regular
LAN202009040,may-d003,LAN,17,21,2,1,5,1,20200904,0,regular
MIN202009041,boydm001,DET,18,22,2,0,8,1,20200904,1,regular
MIN202009041,dobnr001,MIN,15,18,0,1,4,1,20200904,1,regular
MIN202009042,alext001,DET,12,18,1,0,4,1,20200904,2,regular
MIN202009042,wislm001,MIN,6,7,0,1,3,1,20200904,2,regular
NYN202009040,arrij001,PHI,21,27,2,1,7,1,20200904,0,regular
NYN202009040,porcr001,NYN,18,23,2,2,6,1,20200904,0,regular
OAK202009040,daviz001,SDN,21,27,0,4,5,1,20200904,0,regular
OAK202009040,luzaj001,OAK,14,21,4,0,4,1,20200904,0,regular
PIT202009041,castl003,CIN,18,26,2,2,8,1,20200904,1,regular
PIT202009041,braus002,PIT,14,23,4,2,6,1,20200904,1,regular
PIT202009042,bauet001,CIN,18,25,1,2,7,1,20200904,2,regular
PIT202009042,poncc002,PIT,12,16,3,1,4,1,20200904,2,regular
SEA202009040,codyk001,TEX,9,11,0,2,2,1,20200904,0,regular
SEA202009040,kikuy001,SEA,18,19,1,0,7,1,20200904,0,regular
SFN202009040,clart003,ARI,9,18,3,3,2,1,20200904,0,regular
SFN202009040,andet002,SFN,12,20,4,1,2,1,20200904,0,regular
TBA202009040,lopep002,MIA,12,19,5,2,6,1,20200904,0,regular
TBA202009040,flemj001,TBA,15,21,4,0,2,1,20200904,0,regular
ANA202009051,bielb001,HOU,11,18,4,0,5,1,20200905,1,regular
ANA202009051,canng001,ANA,12,18,4,2,4,1,20200905,1,regular
ANA202009052,urquj001,HOU,11,17,2,3,2,1,20200905,2,regular
ANA202009052,peted001,ANA,5,9,3,0,2,1,20200905,2,regular
ATL202009050,fedde001,WAS,11,21,4,4,2,1,20200905,0,regular
ATL202009050,friem001,ATL,15,23,3,3,4,1,20200905,0,regular
BAL202009050,coleg001,NYA,18,25,1,2,10,1,20200905,0,regular
BAL202009050,akink001,BAL,16,23,0,4,8,1,20200905,0,regular
BOS202009050,andec001,TOR,12,21,6,1,3,1,20200905,0,regular
BOS202009050,weber001,BOS,15,20,2,1,2,1,20200905,0,regular
CHN202009051,waina001,SLN,19,27,2,1,6,1,20200905,1,regular
CHN202009051,alzoa001,CHN,8,16,2,5,4,1,20200905,1,regular
CHN202009052,gomba001,SLN,8,12,0,3,5,1,20200905,2,regular
CHN202009052,rea-c001,CHN,6,13,4,2,3,1,20200905,2,regular
CLE202009050,woodb005,MIL,13,20,3,3,7,1,20200905,0,regular
CLE202009050,civaa001,CLE,18,26,2,3,6,1,20200905,0,regular
KCA202009050,gioll001,CHA,18,23,3,0,9,1,20200905,0,regular
KCA202009050,bubik001,KCA,21,27,2,1,4,1,20200905,0,regular
LAN202009050,marqg001,COL,21,28,2,3,5,1,20200905,0,regular
LAN202009050,gonst001,LAN,18,21,1,0,8,1,20200905,0,regular
MIN202009050,skubt001,DET,18,20,1,2,6,1,20200905,0,regular
MIN202009050,maedk001,MIN,18,21,3,1,8,1,20200905,0,regular
NYN202009050,howas003,PHI,12,18,3,1,3,1,20200905,0,regular
NYN202009050,lugos001,NYN,15,21,1,2,8,1,20200905,0,regular
OAK202009050,paddc001,SDN,14,22,4,1,6,1,20200905,0,regular
OAK202009050,manas001,OAK,15,20,1,1,5,1,20200905,0,regular
PIT202009050,desca001,CIN,12,21,2,3,2,1,20200905,0,regular
PIT202009050,willt002,PIT,18,26,5,3,6,1,20200905,0,regular
SEA202009050,gibsk002,TEX,14,23,2,3,4,1,20200905,0,regular
SEA202009050,shefj001,SEA,21,28,2,1,6,1,20200905,0,regular
SFN202009050,bumgm001,ARI,12,17,2,2,2,1,20200905,0,regular
SFN202009050,cahit001,SFN,8,12,1,2,2,1,20200905,0,regular
TBA202009050,alcas001,MIA,18,24,1,3,8,1,20200905,0,regular
TBA202009050,snelb001,TBA,15,24,4,3,8,1,20200905,0,regular
ANA202009060,valdf001,HOU,21,34,8,2,2,1,20200906,0,regular
ANA202009060,barrj003,ANA,15,19,3,2,6,1,20200906,0,regular
ATL202009060,corbp001,WAS,16,28,5,4,6,1,20200906,0,regular
ATL202009060,tomlj001,ATL,18,21,1,0,2,1,20200906,0,regular
BAL202009060,tanam001,NYA,16,23,2,1,5,1,20200906,0,regular
BAL202009060,kremd001,BAL,18,22,1,3,7,1,20200906,0,regular
BOS202009060,ray-r002,TOR,12,20,4,3,5,1,20200906,0,regular
BOS202009060,triga001,BOS,9,14,1,2,4,1,20200906,0,regular
CHN202009060,hudsd002,SLN,15,22,3,2,4,1,20200906,0,regular
CHN202009060,lestj001,CHN,10,19,5,2,4,1,20200906,0,regular
CLE202009060,andeb004,MIL,15,22,4,2,1,1,20200906,0,regular
CLE202009060,biebs001,CLE,15,21,1,1,10,1,20200906,0,regular
KCA202009060,keucd001,CHA,15,17,0,0,2,1,20200906,0,regular
KCA202009060,harvm001,KCA,7,11,1,0,2,1,20200906,0,regular
LAN202009060,castr005,COL,13,20,4,4,1,1,20200906,0,regular
LAN202009060,uriaj001,LAN,13,19,4,2,6,1,20200906,0,regular
MIN202009060,mizec001,DET,12,19,3,2,3,1,20200906,0,regular
MIN202009060,hillr001,MIN,15,20,2,0,5,1,20200906,0,regular
NYN202009060,nolaa001,PHI,16,26,3,1,10,1,20200906,0,regular
NYN202009060,degrj001,NYN,21,26,1,2,12,1,20200906,0,regular
OAK202009060,richg002,SDN,21,28,3,0,9,1,20200906,0,regular
OAK202009060,fierm001,OAK,15,23,3,2,4,1,20200906,0,regular
PIT202009060,antot001,CIN,15,21,1,2,6,1,20200906,0,regular
PIT202009060,kuhlc001,PIT,9,15,2,4,5,1,20200906,0,regular
SEA202009060,lylej001,TEX,19,25,4,4,4,1,20200906,0,regular
SEA202009060,dunnj002,SEA,18,24,2,4,4,1,20200906,0,regular
SFN202009060,youna002,ARI,16,21,3,0,3,1,20200906,0,regular
SFN202009060,cuetj001,SFN,17,26,2,3,7,1,20200906,0,regular
TBA202009060,roget003,MIA,18,23,3,1,10,1,20200906,0,regular
TBA202009060,glast001,TBA,16,23,3,3,9,1,20200906,0,regular
ATL202009070,urenj001,MIA,15,22,3,3,2,1,20200907,0,regular
ATL202009070,andei001,ATL,9,16,1,4,4,1,20200907,0,regular
CHN202009070,oviej001,SLN,14,26,3,3,1,1,20200907,0,regular
CHN202009070,hendk001,CHN,24,28,1,0,4,1,20200907,0,regular
CLE202009070,kellb003,KCA,20,29,4,1,1,1,20200907,0,regular
CLE202009070,plesz001,CLE,21,27,1,0,4,1,20200907,0,regular
MIN202009070,fulmm001,DET,7,12,4,1,0,1,20200907,0,regular
MIN202009070,pinem001,MIN,21,26,2,2,8,1,20200907,0,regular
NYN202009070,wheez001,PHI,18,28,3,0,7,1,20200907,0,regular
NYN202009070,peted003,NYN,6,14,5,4,3,1,20200907,0,regular
OAK202009070,javic001,HOU,15,21,2,3,3,1,20200907,0,regular
OAK202009070,bassc001,OAK,21,28,0,0,4,1,20200907,0,regular
SDN202009070,freek001,COL,18,24,0,3,6,1,20200907,0,regular
SDN202009070,lamed001,SDN,23,27,0,0,11,1,20200907,0,regular
SEA202009070,allak001,TEX,11,21,8,4,5,1,20200907,0,regular
SEA202009070,gonzm005,SEA,21,24,2,0,7,1,20200907,0,regular
SFN202009070,gallz001,ARI,15,21,4,2,6,1,20200907,0,regular
SFN202009070,gausk001,SFN,18,23,1,3,9,1,20200907,0,regular
TOR202009070,montj004,NYA,10,18,2,2,1,1,20200907,0,regular
TOR202009070,ryu-h001,TOR,15,24,5,2,5,1,20200907,0,regular
WAS202009070,mortc002,TBA,15,20,3,1,3,1,20200907,0,regular
WAS202009070,schem001,WAS,21,28,0,1,8,1,20200907,0,regular
ARI202009080,buehw001,LAN,8,13,2,0,2,1,20200908,0,regular
ARI202009080,weavl001,ARI,12,21,2,4,2,1,20200908,0,regular
ATL202009080,sancs001,MIA,18,23,0,1,6,1,20200908,0,regular
ATL202009080,wrigk001,ATL,12,20,5,2,4,1,20200908,0,regular
CHN202009080,mahlt001,CIN,21,27,1,1,10,1,20200908,0,regular
CHN202009080,milla003,CHN,18,24,0,3,6,1,20200908,0,regular
CLE202009080,junij001,KCA,13,20,5,0,3,1,20200908,0,regular
CLE202009080,mcket001,CLE,15,19,3,1,7,1,20200908,0,regular
DET202009080,housa001,MIL,14,21,5,2,6,1,20200908,0,regular
DET202009080,turns003,DET,18,20,0,3,3,1,20200908,0,regular
NYN202009080,meanj001,BAL,18,21,1,1,5,1,20200908,0,regular
NYN202009080,wachm001,NYN,12,20,4,0,3,1,20200908,0,regular
OAK202009081,greiz001,HOU,18,26,4,1,6,1,20200908,1,regular
OAK202009081,montf001,OAK,15,22,2,1,4,1,20200908,1,regular
OAK202009082,dejoc001,HOU,9,15,4,1,3,1,20200908,2,regular
OAK202009082,minom001,OAK,10,15,4,2,4,1,20200908,2,regular
PHI202009081,perem004,BOS,15,25,4,6,2,1,20200908,1,regular
PHI202009081,efliz001,PHI,15,24,3,1,6,1,20200908,1,regular
PHI202009082,mazzc002,BOS,15,19,2,1,4,1,20200908,2,regular
PHI202009082,velav001,PHI,15,22,2,0,9,1,20200908,2,regular
PIT202009080,ceasd001,CHA,15,19,2,0,2,1,20200908,0,regular
PIT202009080,musgj001,PIT,12,16,0,2,5,1,20200908,0,regular
SDN202009080,gonzc002,COL,1,5,4,3,1,1,20200908,0,regular
SDN202009080,clevm001,SDN,15,21,4,1,8,1,20200908,0,regular
SFN202009080,newsl001,SEA,4,6,1,0,2,1,20200908,0,regular
SFN202009080,webbl001,SFN,15,23,5,3,4,1,20200908,0,regular
SLN202009081,berrj001,MIN,15,21,3,2,8,1,20200908,1,regular
SLN202009081,martc006,SLN,11,19,4,1,3,1,20200908,1,regular
SLN202009082,dobnr001,MIN,8,15,5,2,2,1,20200908,2,regular
SLN202009082,poncd001,SLN,9,15,2,1,4,1,20200908,2,regular
TEX202009080,heana001,ANA,15,22,3,1,4,1,20200908,0,regular
TEX202009080,lynnl001,TEX,21,28,1,2,6,1,20200908,0,regular
TOR202009080,happj001,NYA,19,24,2,2,10,1,20200908,0,regular
TOR202009080,walkt004,TOR,12,19,0,5,3,1,20200908,0,regular
WAS202009080,yarbr001,TBA,8,17,4,1,1,1,20200908,0,regular
WAS202009080,sanca004,WAS,15,22,3,2,6,1,20200908,0,regular
ARI202009090,kersc001,LAN,15,22,3,2,3,1,20200909,0,regular
ARI202009090,clart003,ARI,18,26,4,2,5,1,20200909,0,regular
ATL202009090,lopep002,MIA,5,13,7,4,2,1,20200909,0,regular
ATL202009090,milot001,ATL,10,20,8,2,4,1,20200909,0,regular
CHN202009090,bauet001,CIN,23,27,0,0,10,1,20200909,0,regular
CHN202009090,darvy001,CHN,18,23,3,3,9,1,20200909,0,regular
CLE202009090,duffd001,KCA,17,25,0,4,4,1,20200909,0,regular
CLE202009090,carrc003,CLE,21,27,1,0,6,1,20200909,0,regular
DET202009090,burnc002,MIL,21,22,0,0,11,1,20200909,0,regular
DET202009090,boydm001,DET,9,19,7,4,2,1,20200909,0,regular
NYN202009090,lopej004,BAL,14,21,5,1,6,1,20200909,0,regular
NYN202009090,porcr001,NYN,12,21,5,0,3,1,20200909,0,regular
OAK202009090,garcl007,HOU,15,18,0,2,4,1,20200909,0,regular
OAK202009090,luzaj001,OAK,21,26,2,1,7,1,20200909,0,regular
PIT202009090,dunnd001,CHA,18,22,0,1,3,1,20200909,0,regular
PIT202009090,brubj001,PIT,16,25,7,2,5,1,20200909,0,regular
SDN202009090,senza001,COL,15,25,4,4,2,1,20200909,0,regular
SDN202009090,daviz001,SDN,18,25,3,2,8,1,20200909,0,regular
SFN202009090,margn001,SEA,14,23,7,3,6,1,20200909,0,regular
SFN202009090,andet002,SFN,18,22,0,1,4,1,20200909,0,regular
TEX202009090,tehej001,ANA,14,21,5,1,4,1,20200909,0,regular
TEX202009090,codyk001,TEX,7,13,1,3,3,1,20200909,0,regular
TOR202009090,garcd003,NYA,21,26,2,0,6,1,20200909,0,regular
TOR202009090,roart001,TOR,12,17,2,3,3,1,20200909,0,regular
ARI202009100,may-d003,LAN,3,5,0,0,0,1,20200910,0,regular
ARI202009100,bumgm001,ARI,15,24,2,2,2,1,20200910,0,regular
CHN202009100,grays001,CIN,10,19,5,3,4,1,20200910,0,regular
CHN202009100,alzoa001,CHN,11,16,3,2,2,1,20200910,0,regular
CLE202009100,singb001,KCA,24,27,0,2,8,1,20200910,0,regular
CLE202009100,civaa001,CLE,18,26,4,1,7,1,20200910,0,regular
MIA202009100,arrij001,PHI,17,26,3,4,3,1,20200910,0,regular
MIA202009100,alcas001,MIA,18,26,3,2,4,1,20200910,0,regular
OAK202009100,urquj001,HOU,18,23,2,3,1,1,20200910,0,regular
OAK202009100,manas001,OAK,21,22,1,0,4,1,20200910,0,regular
SDN202009100,cahit001,SFN,9,14,4,0,3,1,20200910,0,regular
SDN202009100,paddc001,SDN,6,7,1,0,4,1,20200910,0,regular
SLN202009101,skubt001,DET,6,13,6,4,3,1,20200910,1,regular
SLN202009101,flahj002,SLN,15,20,2,2,6,1,20200910,1,regular
SLN202009102,zimmj003,DET,9,12,0,1,2,1,20200910,2,regular
SLN202009102,gomba001,SLN,9,14,0,1,6,1,20200910,2,regular
TBA202009100,kickm001,BOS,12,18,2,1,8,1,20200910,0,regular
TBA202009100,flemj001,TBA,13,20,3,2,5,1,20200910,0,regular
TEX202009100,bundd001,ANA,22,27,2,1,12,1,20200910,0,regular
TEX202009100,gibsk002,TEX,17,28,5,3,3,1,20200910,0,regular
WAS202009100,erlir001,ATL,5,11,5,0,1,1,20200910,0,regular
WAS202009100,votha001,WAS,13,18,3,2,4,1,20200910,0,regular
ARI202009110,kikuy001,SEA,18,25,4,1,5,1,20200911,0,regular
ARI202009110,smitc006,ARI,9,12,1,1,3,1,20200911,0,regular
CHA202009110,mizec001,DET,16,18,2,2,5,1,20200911,0,regular
CHA202009110,gioll001,CHA,17,25,3,4,7,1,20200911,0,regular
COL202009110,canng001,ANA,17,24,3,1,5,1,20200911,0,regular
COL202009110,marqg001,COL,21,28,2,1,5,1,20200911,0,regular
KCA202009110,braus002,PIT,12,20,3,3,4,1,20200911,0,regular
KCA202009110,bubik001,KCA,15,23,1,2,6,1,20200911,0,regular
MIA202009111,nolaa001,PHI,21,25,0,0,10,1,20200911,1,regular
MIA202009111,roget003,MIA,9,20,8,0,5,1,20200911,1,regular
MIA202009112,parkb001,PHI,6,6,0,0,3,1,20200911,2,regular
MIA202009112,castd003,MIA,11,16,0,1,1,1,20200911,2,regular
MIL202009110,lestj001,CHN,18,23,0,2,8,1,20200911,0,regular
MIL202009110,woodb005,MIL,21,26,0,0,12,1,20200911,0,regular
