gid,team,b_r,p_r,date,number,vishome,opp,win,loss,tie,gametype
BAL201204290,OAK,2,5,20120429,0,v,BAL,0,1,0,regular
BAL201204290,BAL,5,2,20120429,0,h,OAK,1,0,0,regular
CHA201204290,BOS,1,4,20120429,0,v,CHA,0,1,0,regular
CHA201204290,CHA,4,1,20120429,0,h,BOS,1,0,0,regular
CIN201204290,HOU,5,6,20120429,0,v,CIN,0,1,0,regular
CIN201204290,CIN,6,5,20120429,0,h,HOU,1,0,0,regular
CLE201204290,ANA,0,4,20120429,0,v,CLE,0,1,0,regular
CLE201204290,CLE,4,0,20120429,0,h,ANA,1,0,0,regular
COL201204290,NYN,6,5,20120429,0,v,COL,1,0,0,regular
COL201204290,COL,5,6,20120429,0,h,NYN,0,1,0,regular
LAN201204290,WAS,0,2,20120429,0,v,LAN,0,1,0,regular
LAN201204290,LAN,2,0,20120429,0,h,WAS,1,0,0,regular
MIA201204290,ARI,8,4,20120429,0,v,MIA,1,0,0,regular
MIA201204290,MIA,4,8,20120429,0,h,ARI,0,1,0,regular
MIN201204290,KCA,4,7,20120429,0,v,MIN,0,1,0,regular
MIN201204290,MIN,7,4,20120429,0,h,KCA,1,0,0,regular
NYA201204290,DET,2,6,20120429,0,v,NYA,0,1,0,regular
NYA201204290,NYA,6,2,20120429,0,h,DET,1,0,0,regular
PHI201204290,CHN,5,1,20120429,0,v,PHI,1,0,0,regular
PHI201204290,PHI,1,5,20120429,0,h,CHN,0,1,0,regular
SFN201204290,SDN,1,4,20120429,0,v,SFN,0,1,0,regular
SFN201204290,SFN,4,1,20120429,0,h,SDN,1,0,0,regular
SLN201204290,MIL,3,2,20120429,0,v,SLN,1,0,0,regular
SLN201204290,SLN,2,3,20120429,0,h,MIL,0,1,0,regular
TEX201204290,TBA,5,2,20120429,0,v,TEX,1,0,0,regular
TEX201204290,TEX,2,5,20120429,0,h,TBA,0,1,0,regular
TOR201204290,SEA,2,7,20120429,0,v,TOR,0,1,0,regular
TOR201204290,TOR,7,2,20120429,0,h,SEA,1,0,0,regular
ANA201204300,MIN,3,4,20120430,0,v,ANA,0,1,0,regular
ANA201204300,ANA,4,3,20120430,0,h,MIN,1,0,0,regular
ATL201204300,PIT,9,3,20120430,0,v,ATL,1,0,0,regular
ATL201204300,ATL,3,9,20120430,0,h,PIT,0,1,0,regular
BOS201204300,OAK,6,11,20120430,0,v,BOS,0,1,0,regular
BOS201204300,BOS,11,6,20120430,0,h,OAK,1,0,0,regular
COL201204300,LAN,2,6,20120430,0,v,COL,0,1,0,regular
COL201204300,COL,6,2,20120430,0,h,LAN,1,0,0,regular
HOU201204300,NYN,3,4,20120430,0,v,HOU,0,1,0,regular
HOU201204300,HOU,4,3,20120430,0,h,NYN,1,0,0,regular
MIA201204300,ARI,9,5,20120430,0,v,MIA,1,0,0,regular
MIA201204300,MIA,5,9,20120430,0,h,ARI,0,1,0,regular
NYA201204300,BAL,1,2,20120430,0,v,NYA,0,1,0,regular
NYA201204300,NYA,2,1,20120430,0,h,BAL,1,0,0,regular
PHI201204300,CHN,4,6,20120430,0,v,PHI,0,1,0,regular
PHI201204300,PHI,6,4,20120430,0,h,CHN,1,0,0,regular
SDN201204300,MIL,8,3,20120430,0,v,SDN,1,0,0,regular
SDN201204300,SDN,3,8,20120430,0,h,MIL,0,1,0,regular
TBA201204300,SEA,2,3,20120430,0,v,TBA,0,1,0,regular
TBA201204300,TBA,3,2,20120430,0,h,SEA,1,0,0,regular
TOR201204300,TEX,4,1,20120430,0,v,TOR,1,0,0,regular
TOR201204300,TOR,1,4,20120430,0,h,TEX,0,1,0,regular
ANA201205010,MIN,0,4,20120501,0,v,ANA,0,1,0,regular
ANA201205010,ANA,4,0,20120501,0,h,MIN,1,0,0,regular
ATL201205010,PHI,4,2,20120501,0,v,ATL,1,0,0,regular
ATL201205010,ATL,2,4,20120501,0,h,PHI,0,1,0,regular
BOS201205010,OAK,5,3,20120501,0,v,BOS,1,0,0,regular
BOS201205010,BOS,3,5,20120501,0,h,OAK,0,1,0,regular
CHA201205010,CLE,2,7,20120501,0,v,CHA,0,1,0,regular
CHA201205010,CHA,7,2,20120501,0,h,CLE,1,0,0,regular
COL201205010,LAN,7,6,20120501,0,v,COL,1,0,0,regular
COL201205010,COL,6,7,20120501,0,h,LAN,0,1,0,regular
DET201205010,KCA,3,9,20120501,0,v,DET,0,1,0,regular
DET201205010,DET,9,3,20120501,0,h,KCA,1,0,0,regular
HOU201205010,NYN,3,6,20120501,0,v,HOU,0,1,0,regular
HOU201205010,HOU,6,3,20120501,0,h,NYN,1,0,0,regular
NYA201205010,BAL,7,1,20120501,0,v,NYA,1,0,0,regular
NYA201205010,NYA,1,7,20120501,0,h,BAL,0,1,0,regular
SDN201205010,MIL,0,2,20120501,0,v,SDN,0,1,0,regular
SDN201205010,SDN,2,0,20120501,0,h,MIL,1,0,0,regular
SFN201205010,MIA,2,1,20120501,0,v,SFN,1,0,0,regular
SFN201205010,SFN,1,2,20120501,0,h,MIA,0,1,0,regular
SLN201205010,PIT,7,10,20120501,0,v,SLN,0,1,0,regular
SLN201205010,SLN,10,7,20120501,0,h,PIT,1,0,0,regular
TBA201205010,SEA,1,3,20120501,0,v,TBA,0,1,0,regular
TBA201205010,TBA,3,1,20120501,0,h,SEA,1,0,0,regular
TOR201205010,TEX,7,8,20120501,0,v,TOR,0,1,0,regular
TOR201205010,TOR,8,7,20120501,0,h,TEX,1,0,0,regular
WAS201205010,ARI,5,1,20120501,0,v,WAS,1,0,0,regular
WAS201205010,WAS,1,5,20120501,0,h,ARI,0,1,0,regular
ANA201205020,MIN,0,9,20120502,0,v,ANA,0,1,0,regular
ANA201205020,ANA,9,0,20120502,0,h,MIN,1,0,0,regular
ATL201205020,PHI,13,15,20120502,0,v,ATL,0,1,0,regular
ATL201205020,ATL,15,13,20120502,0,h,PHI,1,0,0,regular
BOS201205020,OAK,4,2,20120502,0,v,BOS,1,0,0,regular
BOS201205020,BOS,2,4,20120502,0,h,OAK,0,1,0,regular
CHA201205020,CLE,6,3,20120502,0,v,CHA,1,0,0,regular
CHA201205020,CHA,3,6,20120502,0,h,CLE,0,1,0,regular
CIN201205020,CHN,3,1,20120502,0,v,CIN,1,0,0,regular
CIN201205020,CIN,1,3,20120502,0,h,CHN,0,1,0,regular
COL201205020,LAN,5,8,20120502,0,v,COL,0,1,0,regular
COL201205020,COL,8,5,20120502,0,h,LAN,1,0,0,regular
DET201205020,KCA,3,2,20120502,0,v,DET,1,0,0,regular
DET201205020,DET,2,3,20120502,0,h,KCA,0,1,0,regular
HOU201205020,NYN,1,8,20120502,0,v,HOU,0,1,0,regular
HOU201205020,HOU,8,1,20120502,0,h,NYN,1,0,0,regular
NYA201205020,BAL,5,0,20120502,0,v,NYA,1,0,0,regular
NYA201205020,NYA,0,5,20120502,0,h,BAL,0,1,0,regular
SDN201205020,MIL,0,5,20120502,0,v,SDN,0,1,0,regular
SDN201205020,SDN,5,0,20120502,0,h,MIL,1,0,0,regular
SFN201205020,MIA,3,2,20120502,0,v,SFN,1,0,0,regular
SFN201205020,SFN,2,3,20120502,0,h,MIA,0,1,0,regular
SLN201205020,PIT,3,12,20120502,0,v,SLN,0,1,0,regular
SLN201205020,SLN,12,3,20120502,0,h,PIT,1,0,0,regular
TBA201205020,SEA,4,5,20120502,0,v,TBA,0,1,0,regular
TBA201205020,TBA,5,4,20120502,0,h,SEA,1,0,0,regular
TOR201205020,TEX,5,11,20120502,0,v,TOR,0,1,0,regular
TOR201205020,TOR,11,5,20120502,0,h,TEX,1,0,0,regular
WAS201205020,ARI,4,5,20120502,0,v,WAS,0,1,0,regular
WAS201205020,WAS,5,4,20120502,0,h,ARI,1,0,0,regular
ANA201205030,TOR,5,0,20120503,0,v,ANA,1,0,0,regular
ANA201205030,ANA,0,5,20120503,0,h,TOR,0,1,0,regular
ATL201205030,PHI,4,0,20120503,0,v,ATL,1,0,0,regular
ATL201205030,ATL,0,4,20120503,0,h,PHI,0,1,0,regular
CHA201205030,CLE,7,5,20120503,0,v,CHA,1,0,0,regular
CHA201205030,CHA,5,7,20120503,0,h,CLE,0,1,0,regular
CIN201205030,CHN,3,4,20120503,0,v,CIN,0,1,0,regular
CIN201205030,CIN,4,3,20120503,0,h,CHN,1,0,0,regular
KCA201205030,NYA,3,4,20120503,0,v,KCA,0,1,0,regular
KCA201205030,KCA,4,3,20120503,0,h,NYA,1,0,0,regular
SFN201205030,MIA,3,2,20120503,0,v,SFN,1,0,0,regular
SFN201205030,SFN,2,3,20120503,0,h,MIA,0,1,0,regular
SLN201205030,PIT,6,3,20120503,0,v,SLN,1,0,0,regular
SLN201205030,SLN,3,6,20120503,0,h,PIT,0,1,0,regular
TBA201205030,SEA,3,4,20120503,0,v,TBA,0,1,0,regular
TBA201205030,TBA,4,3,20120503,0,h,SEA,1,0,0,regular
WAS201205030,ARI,1,2,20120503,0,v,WAS,0,1,0,regular
WAS201205030,WAS,2,1,20120503,0,h,ARI,1,0,0,regular
ANA201205040,TOR,4,0,20120504,0,v,ANA,1,0,0,regular
ANA201205040,ANA,0,4,20120504,0,h,TOR,0,1,0,regular
BOS201205040,BAL,6,4,20120504,0,v,BOS,1,0,0,regular
BOS201205040,BOS,4,6,20120504,0,h,BAL,0,1,0,regular
CHN201205040,LAN,4,5,20120504,0,v,CHN,0,1,0,regular
CHN201205040,CHN,5,4,20120504,0,h,LAN,1,0,0,regular
CLE201205040,TEX,3,6,20120504,0,v,CLE,0,1,0,regular
CLE201205040,CLE,6,3,20120504,0,h,TEX,1,0,0,regular
COL201205040,ATL,9,8,20120504,0,v,COL,1,0,0,regular
COL201205040,COL,8,9,20120504,0,h,ATL,0,1,0,regular
DET201205040,CHA,4,5,20120504,0,v,DET,0,1,0,regular
DET201205040,DET,5,4,20120504,0,h,CHA,1,0,0,regular
HOU201205040,SLN,4,5,20120504,0,v,HOU,0,1,0,regular
HOU201205040,HOU,5,4,20120504,0,h,SLN,1,0,0,regular
KCA201205040,NYA,6,2,20120504,0,v,KCA,1,0,0,regular
KCA201205040,KCA,2,6,20120504,0,h,NYA,0,1,0,regular
NYN201205040,ARI,5,4,20120504,0,v,NYN,1,0,0,regular
NYN201205040,NYN,4,5,20120504,0,h,ARI,0,1,0,regular
PIT201205040,CIN,6,1,20120504,0,v,PIT,1,0,0,regular
PIT201205040,PIT,1,6,20120504,0,h,CIN,0,1,0,regular
SDN201205040,MIA,9,8,20120504,0,v,SDN,1,0,0,regular
SDN201205040,SDN,8,9,20120504,0,h,MIA,0,1,0,regular
SEA201205040,MIN,3,2,20120504,0,v,SEA,1,0,0,regular
SEA201205040,SEA,2,3,20120504,0,h,MIN,0,1,0,regular
SFN201205040,MIL,6,4,20120504,0,v,SFN,1,0,0,regular
SFN201205040,SFN,4,6,20120504,0,h,MIL,0,1,0,regular
TBA201205040,OAK,2,7,20120504,0,v,TBA,0,1,0,regular
TBA201205040,TBA,7,2,20120504,0,h,OAK,1,0,0,regular
WAS201205040,PHI,3,4,20120504,0,v,WAS,0,1,0,regular
WAS201205040,WAS,4,3,20120504,0,h,PHI,1,0,0,regular
ANA201205050,TOR,2,6,20120505,0,v,ANA,0,1,0,regular
ANA201205050,ANA,6,2,20120505,0,h,TOR,1,0,0,regular
BOS201205050,BAL,8,2,20120505,0,v,BOS,1,0,0,regular
BOS201205050,BOS,2,8,20120505,0,h,BAL,0,1,0,regular
CHN201205050,LAN,5,1,20120505,0,v,CHN,1,0,0,regular
CHN201205050,CHN,1,5,20120505,0,h,LAN,0,1,0,regular
CLE201205050,TEX,5,2,20120505,0,v,CLE,1,0,0,regular
CLE201205050,CLE,2,5,20120505,0,h,TEX,0,1,0,regular
COL201205050,ATL,13,9,20120505,0,v,COL,1,0,0,regular
COL201205050,COL,9,13,20120505,0,h,ATL,0,1,0,regular
DET201205050,CHA,3,2,20120505,0,v,DET,1,0,0,regular
DET201205050,DET,2,3,20120505,0,h,CHA,0,1,0,regular
HOU201205050,SLN,2,8,20120505,0,v,HOU,0,1,0,regular
HOU201205050,HOU,8,2,20120505,0,h,SLN,1,0,0,regular
KCA201205050,NYA,1,5,20120505,0,v,KCA,0,1,0,regular
KCA201205050,KCA,5,1,20120505,0,h,NYA,1,0,0,regular
NYN201205050,ARI,3,4,20120505,0,v,NYN,0,1,0,regular
NYN201205050,NYN,4,3,20120505,0,h,ARI,1,0,0,regular
PIT201205050,CIN,2,3,20120505,0,v,PIT,0,1,0,regular
PIT201205050,PIT,3,2,20120505,0,h,CIN,1,0,0,regular
SDN201205050,MIA,4,1,20120505,0,v,SDN,1,0,0,regular
SDN201205050,SDN,1,4,20120505,0,h,MIA,0,1,0,regular
SEA201205050,MIN,0,7,20120505,0,v,SEA,0,1,0,regular
SEA201205050,SEA,7,0,20120505,0,h,MIN,1,0,0,regular
SFN201205050,MIL,2,5,20120505,0,v,SFN,0,1,0,regular
SFN201205050,SFN,5,2,20120505,0,h,MIL,1,0,0,regular
TBA201205050,OAK,4,3,20120505,0,v,TBA,1,0,0,regular
TBA201205050,TBA,3,4,20120505,0,h,OAK,0,1,0,regular
WAS201205050,PHI,1,7,20120505,0,v,WAS,0,1,0,regular
WAS201205050,WAS,7,1,20120505,0,h,PHI,1,0,0,regular
ANA201205060,TOR,3,4,20120506,0,v,ANA,0,1,0,regular
ANA201205060,ANA,4,3,20120506,0,h,TOR,1,0,0,regular
BOS201205060,BAL,9,6,20120506,0,v,BOS,1,0,0,regular
BOS201205060,BOS,6,9,20120506,0,h,BAL,0,1,0,regular
CHN201205060,LAN,3,4,20120506,0,v,CHN,0,1,0,regular
CHN201205060,CHN,4,3,20120506,0,h,LAN,1,0,0,regular
CLE201205060,TEX,2,4,20120506,0,v,CLE,0,1,0,regular
CLE201205060,CLE,4,2,20120506,0,h,TEX,1,0,0,regular
COL201205060,ATL,7,2,20120506,0,v,COL,1,0,0,regular
COL201205060,COL,2,7,20120506,0,h,ATL,0,1,0,regular
DET201205060,CHA,1,3,20120506,0,v,DET,0,1,0,regular
DET201205060,DET,3,1,20120506,0,h,CHA,1,0,0,regular
HOU201205060,SLN,8,1,20120506,0,v,HOU,1,0,0,regular
HOU201205060,HOU,1,8,20120506,0,h,SLN,0,1,0,regular
KCA201205060,NYA,10,4,20120506,0,v,KCA,1,0,0,regular
KCA201205060,KCA,4,10,20120506,0,h,NYA,0,1,0,regular
NYN201205060,ARI,1,3,20120506,0,v,NYN,0,1,0,regular
NYN201205060,NYN,3,1,20120506,0,h,ARI,1,0,0,regular
PIT201205060,CIN,5,0,20120506,0,v,PIT,1,0,0,regular
PIT201205060,PIT,0,5,20120506,0,h,CIN,0,1,0,regular
SDN201205060,MIA,6,3,20120506,0,v,SDN,1,0,0,regular
SDN201205060,SDN,3,6,20120506,0,h,MIA,0,1,0,regular
SEA201205060,MIN,2,5,20120506,0,v,SEA,0,1,0,regular
SEA201205060,SEA,5,2,20120506,0,h,MIN,1,0,0,regular
SFN201205060,MIL,3,4,20120506,0,v,SFN,0,1,0,regular
SFN201205060,SFN,4,3,20120506,0,h,MIL,1,0,0,regular
TBA201205060,OAK,9,5,20120506,0,v,TBA,1,0,0,regular
TBA201205060,TBA,5,9,20120506,0,h,OAK,0,1,0,regular
WAS201205060,PHI,9,3,20120506,0,v,WAS,1,0,0,regular
WAS201205060,WAS,3,9,20120506,0,h,PHI,0,1,0,regular
ARI201205070,SLN,9,6,20120507,0,v,ARI,1,0,0,regular
ARI201205070,ARI,6,9,20120507,0,h,SLN,0,1,0,regular
BAL201205070,TEX,14,3,20120507,0,v,BAL,1,0,0,regular
BAL201205070,BAL,3,14,20120507,0,h,TEX,0,1,0,regular
CHN201205070,ATL,1,5,20120507,0,v,CHN,0,1,0,regular
CHN201205070,CHN,5,1,20120507,0,h,ATL,1,0,0,regular
CLE201205071,CHA,6,8,20120507,1,v,CLE,0,1,0,regular
CLE201205071,CLE,8,6,20120507,1,h,CHA,1,0,0,regular
CLE201205072,CHA,2,3,20120507,2,v,CLE,0,1,0,regular
CLE201205072,CLE,3,2,20120507,2,h,CHA,1,0,0,regular
HOU201205070,MIA,4,0,20120507,0,v,HOU,1,0,0,regular
HOU201205070,HOU,0,4,20120507,0,h,MIA,0,1,0,regular
KCA201205070,BOS,11,5,20120507,0,v,KCA,1,0,0,regular
KCA201205070,KCA,5,11,20120507,0,h,BOS,0,1,0,regular
LAN201205070,SFN,1,9,20120507,0,v,LAN,0,1,0,regular
LAN201205070,LAN,9,1,20120507,0,h,SFN,1,0,0,regular
MIL201205070,CIN,6,1,20120507,0,v,MIL,1,0,0,regular
MIL201205070,MIL,1,6,20120507,0,h,CIN,0,1,0,regular
MIN201205070,ANA,8,3,20120507,0,v,MIN,1,0,0,regular
MIN201205070,MIN,3,8,20120507,0,h,ANA,0,1,0,regular
PHI201205070,NYN,5,2,20120507,0,v,PHI,1,0,0,regular
PHI201205070,PHI,2,5,20120507,0,h,NYN,0,1,0,regular
SDN201205070,COL,2,3,20120507,0,v,SDN,0,1,0,regular
SDN201205070,SDN,3,2,20120507,0,h,COL,1,0,0,regular
SEA201205070,DET,2,3,20120507,0,v,SEA,0,1,0,regular
SEA201205070,SEA,3,2,20120507,0,h,DET,1,0,0,regular
ARI201205080,SLN,6,1,20120508,0,v,ARI,1,0,0,regular
ARI201205080,ARI,1,6,20120508,0,h,SLN,0,1,0,regular
BAL201205080,TEX,10,3,20120508,0,v,BAL,1,0,0,regular
BAL201205080,BAL,3,10,20120508,0,h,TEX,0,1,0,regular
CHN201205080,ATL,3,1,20120508,0,v,CHN,1,0,0,regular
CHN201205080,CHN,1,3,20120508,0,h,ATL,0,1,0,regular
CLE201205080,CHA,5,3,20120508,0,v,CLE,1,0,0,regular
CLE201205080,CLE,3,5,20120508,0,h,CHA,0,1,0,regular
HOU201205080,MIA,2,3,20120508,0,v,HOU,0,1,0,regular
HOU201205080,HOU,3,2,20120508,0,h,MIA,1,0,0,regular
KCA201205080,BOS,4,6,20120508,0,v,KCA,0,1,0,regular
KCA201205080,KCA,6,4,20120508,0,h,BOS,1,0,0,regular
LAN201205080,SFN,2,1,20120508,0,v,LAN,1,0,0,regular
LAN201205080,LAN,1,2,20120508,0,h,SFN,0,1,0,regular
MIL201205080,CIN,3,8,20120508,0,v,MIL,0,1,0,regular
MIL201205080,MIL,8,3,20120508,0,h,CIN,1,0,0,regular
MIN201205080,ANA,0,5,20120508,0,v,MIN,0,1,0,regular
MIN201205080,MIN,5,0,20120508,0,h,ANA,1,0,0,regular
NYA201205080,TBA,3,5,20120508,0,v,NYA,0,1,0,regular
NYA201205080,NYA,5,3,20120508,0,h,TBA,1,0,0,regular
OAK201205080,TOR,3,7,20120508,0,v,OAK,0,1,0,regular
OAK201205080,OAK,7,3,20120508,0,h,TOR,1,0,0,regular
PHI201205080,NYN,7,4,20120508,0,v,PHI,1,0,0,regular
PHI201205080,PHI,4,7,20120508,0,h,NYN,0,1,0,regular
PIT201205080,WAS,4,5,20120508,0,v,PIT,0,1,0,regular
PIT201205080,PIT,5,4,20120508,0,h,WAS,1,0,0,regular
SDN201205080,COL,1,3,20120508,0,v,SDN,0,1,0,regular
SDN201205080,SDN,3,1,20120508,0,h,COL,1,0,0,regular
SEA201205080,DET,6,4,20120508,0,v,SEA,1,0,0,regular
SEA201205080,SEA,4,6,20120508,0,h,DET,0,1,0,regular
ARI201205090,SLN,7,2,20120509,0,v,ARI,1,0,0,regular
ARI201205090,ARI,2,7,20120509,0,h,SLN,0,1,0,regular
CHN201205090,ATL,0,1,20120509,0,v,CHN,0,1,0,regular
CHN201205090,CHN,1,0,20120509,0,h,ATL,1,0,0,regular
CLE201205090,CHA,8,1,20120509,0,v,CLE,1,0,0,regular
CLE201205090,CLE,1,8,20120509,0,h,CHA,0,1,0,regular
HOU201205090,MIA,5,3,20120509,0,v,HOU,1,0,0,regular
HOU201205090,HOU,3,5,20120509,0,h,MIA,0,1,0,regular
KCA201205090,BOS,3,4,20120509,0,v,KCA,0,1,0,regular
KCA201205090,KCA,4,3,20120509,0,h,BOS,1,0,0,regular
LAN201205090,SFN,2,6,20120509,0,v,LAN,0,1,0,regular
LAN201205090,LAN,6,2,20120509,0,h,SFN,1,0,0,regular
MIL201205090,CIN,2,1,20120509,0,v,MIL,1,0,0,regular
MIL201205090,MIL,1,2,20120509,0,h,CIN,0,1,0,regular
MIN201205090,ANA,6,2,20120509,0,v,MIN,1,0,0,regular
MIN201205090,MIN,2,6,20120509,0,h,ANA,0,1,0,regular
NYA201205090,TBA,4,1,20120509,0,v,NYA,1,0,0,regular
NYA201205090,NYA,1,4,20120509,0,h,TBA,0,1,0,regular
OAK201205090,TOR,5,2,20120509,0,v,OAK,1,0,0,regular
OAK201205090,OAK,2,5,20120509,0,h,TOR,0,1,0,regular
PHI201205090,NYN,10,6,20120509,0,v,PHI,1,0,0,regular
PHI201205090,PHI,6,10,20120509,0,h,NYN,0,1,0,regular
PIT201205090,WAS,2,4,20120509,0,v,PIT,0,1,0,regular
PIT201205090,PIT,4,2,20120509,0,h,WAS,1,0,0,regular
SDN201205090,COL,6,2,20120509,0,v,SDN,1,0,0,regular
SDN201205090,SDN,2,6,20120509,0,h,COL,0,1,0,regular
SEA201205090,DET,1,2,20120509,0,v,SEA,0,1,0,regular
SEA201205090,SEA,2,1,20120509,0,h,DET,1,0,0,regular
BAL201205101,TEX,5,6,20120510,1,v,BAL,0,1,0,regular
BAL201205101,BAL,6,5,20120510,1,h,TEX,1,0,0,regular
BAL201205102,TEX,7,3,20120510,2,v,BAL,1,0,0,regular
BAL201205102,BAL,3,7,20120510,2,h,TEX,0,1,0,regular
BOS201205100,CLE,8,3,20120510,0,v,BOS,1,0,0,regular
BOS201205100,BOS,3,8,20120510,0,h,CLE,0,1,0,regular
MIN201205100,TOR,6,2,20120510,0,v,MIN,1,0,0,regular
MIN201205100,MIN,2,6,20120510,0,h,TOR,0,1,0,regular
NYA201205100,TBA,3,5,20120510,0,v,NYA,0,1,0,regular
NYA201205100,NYA,5,3,20120510,0,h,TBA,1,0,0,regular
OAK201205100,DET,10,6,20120510,0,v,OAK,1,0,0,regular
OAK201205100,OAK,6,10,20120510,0,h,DET,0,1,0,regular
PIT201205100,WAS,4,2,20120510,0,v,PIT,1,0,0,regular
PIT201205100,PIT,2,4,20120510,0,h,WAS,0,1,0,regular
ARI201205110,SFN,1,5,20120511,0,v,ARI,0,1,0,regular
ARI201205110,ARI,5,1,20120511,0,h,SFN,1,0,0,regular
BAL201205110,TBA,3,4,20120511,0,v,BAL,0,1,0,regular
BAL201205110,BAL,4,3,20120511,0,h,TBA,1,0,0,regular
BOS201205110,CLE,5,7,20120511,0,v,BOS,0,1,0,regular
BOS201205110,BOS,7,5,20120511,0,h,CLE,1,0,0,regular
CHA201205110,KCA,0,5,20120511,0,v,CHA,0,1,0,regular
CHA201205110,CHA,5,0,20120511,0,h,KCA,1,0,0,regular
CIN201205110,WAS,7,3,20120511,0,v,CIN,1,0,0,regular
CIN201205110,CIN,3,7,20120511,0,h,WAS,0,1,0,regular
LAN201205110,COL,3,7,20120511,0,v,LAN,0,1,0,regular
LAN201205110,LAN,7,3,20120511,0,h,COL,1,0,0,regular
MIA201205110,NYN,5,6,20120511,0,v,MIA,0,1,0,regular
MIA201205110,MIA,6,5,20120511,0,h,NYN,1,0,0,regular
MIL201205110,CHN,7,8,20120511,0,v,MIL,0,1,0,regular
MIL201205110,MIL,8,7,20120511,0,h,CHN,1,0,0,regular
MIN201205110,TOR,6,7,20120511,0,v,MIN,0,1,0,regular
MIN201205110,MIN,7,6,20120511,0,h,TOR,1,0,0,regular
NYA201205110,SEA,2,6,20120511,0,v,NYA,0,1,0,regular
NYA201205110,NYA,6,2,20120511,0,h,SEA,1,0,0,regular
OAK201205110,DET,4,11,20120511,0,v,OAK,0,1,0,regular
OAK201205110,OAK,11,4,20120511,0,h,DET,1,0,0,regular
PHI201205110,SDN,3,7,20120511,0,v,PHI,0,1,0,regular
PHI201205110,PHI,7,3,20120511,0,h,SDN,1,0,0,regular
PIT201205110,HOU,1,0,20120511,0,v,PIT,1,0,0,regular
PIT201205110,PIT,0,1,20120511,0,h,HOU,0,1,0,regular
SLN201205110,ATL,9,7,20120511,0,v,SLN,1,0,0,regular
SLN201205110,SLN,7,9,20120511,0,h,ATL,0,1,0,regular
TEX201205110,ANA,3,10,20120511,0,v,TEX,0,1,0,regular
TEX201205110,TEX,10,3,20120511,0,h,ANA,1,0,0,regular
ARI201205120,SFN,5,2,20120512,0,v,ARI,1,0,0,regular
ARI201205120,ARI,2,5,20120512,0,h,SFN,0,1,0,regular
BAL201205120,TBA,3,5,20120512,0,v,BAL,0,1,0,regular
BAL201205120,BAL,5,3,20120512,0,h,TBA,1,0,0,regular
BOS201205120,CLE,1,4,20120512,0,v,BOS,0,1,0,regular
BOS201205120,BOS,4,1,20120512,0,h,CLE,1,0,0,regular
CHA201205120,KCA,5,0,20120512,0,v,CHA,1,0,0,regular
CHA201205120,CHA,0,5,20120512,0,h,KCA,0,1,0,regular
CIN201205120,WAS,2,1,20120512,0,v,CIN,1,0,0,regular
CIN201205120,CIN,1,2,20120512,0,h,WAS,0,1,0,regular
LAN201205120,COL,1,2,20120512,0,v,LAN,0,1,0,regular
LAN201205120,LAN,2,1,20120512,0,h,COL,1,0,0,regular
MIA201205120,NYN,9,3,20120512,0,v,MIA,1,0,0,regular
MIA201205120,MIA,3,9,20120512,0,h,NYN,0,1,0,regular
MIL201205120,CHN,2,8,20120512,0,v,MIL,0,1,0,regular
MIL201205120,MIL,8,2,20120512,0,h,CHN,1,0,0,regular
MIN201205120,TOR,2,1,20120512,0,v,MIN,1,0,0,regular
MIN201205120,MIN,1,2,20120512,0,h,TOR,0,1,0,regular
NYA201205120,SEA,2,6,20120512,0,v,NYA,0,1,0,regular
NYA201205120,NYA,6,2,20120512,0,h,SEA,1,0,0,regular
OAK201205120,DET,1,3,20120512,0,v,OAK,0,1,0,regular
OAK201205120,OAK,3,1,20120512,0,h,DET,1,0,0,regular
PHI201205120,SDN,2,1,20120512,0,v,PHI,1,0,0,regular
PHI201205120,PHI,1,2,20120512,0,h,SDN,0,1,0,regular
PIT201205120,HOU,2,5,20120512,0,v,PIT,0,1,0,regular
PIT201205120,PIT,5,2,20120512,0,h,HOU,1,0,0,regular
SLN201205120,ATL,7,2,20120512,0,v,SLN,1,0,0,regular
SLN201205120,SLN,2,7,20120512,0,h,ATL,0,1,0,regular
TEX201205120,ANA,4,2,20120512,0,v,TEX,1,0,0,regular
TEX201205120,TEX,2,4,20120512,0,h,ANA,0,1,0,regular
ARI201205130,SFN,7,3,20120513,0,v,ARI,1,0,0,regular
ARI201205130,ARI,3,7,20120513,0,h,SFN,0,1,0,regular
BAL201205130,TBA,9,8,20120513,0,v,BAL,1,0,0,regular
BAL201205130,BAL,8,9,20120513,0,h,TBA,0,1,0,regular
BOS201205130,CLE,1,12,20120513,0,v,BOS,0,1,0,regular
BOS201205130,BOS,12,1,20120513,0,h,CLE,1,0,0,regular
CHA201205130,KCA,9,1,20120513,0,v,CHA,1,0,0,regular
CHA201205130,CHA,1,9,20120513,0,h,KCA,0,1,0,regular
CIN201205130,WAS,6,9,20120513,0,v,CIN,0,1,0,regular
CIN201205130,CIN,9,6,20120513,0,h,WAS,1,0,0,regular
LAN201205130,COL,5,11,20120513,0,v,LAN,0,1,0,regular
LAN201205130,LAN,11,5,20120513,0,h,COL,1,0,0,regular
MIA201205130,NYN,4,8,20120513,0,v,MIA,0,1,0,regular
MIA201205130,MIA,8,4,20120513,0,h,NYN,1,0,0,regular
MIL201205130,CHN,8,2,20120513,0,v,MIL,1,0,0,regular
