gid,team,b_r,p_r,date,number,vishome,opp,win,loss,tie,gametype
CHN201705070,NYA,5,4,20170507,0,v,CHN,1,0,0,regular
CHN201705070,CHN,4,5,20170507,0,h,NYA,0,1,0,regular
CIN201705070,SFN,0,4,20170507,0,v,CIN,0,1,0,regular
CIN201705070,CIN,4,0,20170507,0,h,SFN,1,0,0,regular
COL201705070,ARI,2,5,20170507,0,v,COL,0,1,0,regular
COL201705070,COL,5,2,20170507,0,h,ARI,1,0,0,regular
KCA201705070,CLE,1,0,20170507,0,v,KCA,1,0,0,regular
KCA201705070,KCA,0,1,20170507,0,h,CLE,0,1,0,regular
MIN201705070,BOS,17,6,20170507,0,v,MIN,1,0,0,regular
MIN201705070,MIN,6,17,20170507,0,h,BOS,0,1,0,regular
NYN201705070,MIA,7,0,20170507,0,v,NYN,1,0,0,regular
NYN201705070,NYN,0,7,20170507,0,h,MIA,0,1,0,regular
OAK201705070,DET,6,8,20170507,0,v,OAK,0,1,0,regular
OAK201705070,OAK,8,6,20170507,0,h,DET,1,0,0,regular
PHI201705070,WAS,5,6,20170507,0,v,PHI,0,1,0,regular
PHI201705070,PHI,6,5,20170507,0,h,WAS,1,0,0,regular
PIT201705070,MIL,6,2,20170507,0,v,PIT,1,0,0,regular
PIT201705070,PIT,2,6,20170507,0,h,MIL,0,1,0,regular
SEA201705070,TEX,3,4,20170507,0,v,SEA,0,1,0,regular
SEA201705070,SEA,4,3,20170507,0,h,TEX,1,0,0,regular
TBA201705070,TOR,2,1,20170507,0,v,TBA,1,0,0,regular
TBA201705070,TBA,1,2,20170507,0,h,TOR,0,1,0,regular
BAL201705080,WAS,4,6,20170508,0,v,BAL,0,1,0,regular
BAL201705080,BAL,6,4,20170508,0,h,WAS,1,0,0,regular
CIN201705080,NYA,10,4,20170508,0,v,CIN,1,0,0,regular
CIN201705080,CIN,4,10,20170508,0,h,NYA,0,1,0,regular
LAN201705080,PIT,1,12,20170508,0,v,LAN,0,1,0,regular
LAN201705080,LAN,12,1,20170508,0,h,PIT,1,0,0,regular
MIA201705080,SLN,9,4,20170508,0,v,MIA,1,0,0,regular
MIA201705080,MIA,4,9,20170508,0,h,SLN,0,1,0,regular
NYN201705080,SFN,3,4,20170508,0,v,NYN,0,1,0,regular
NYN201705080,NYN,4,3,20170508,0,h,SFN,1,0,0,regular
OAK201705080,ANA,2,3,20170508,0,v,OAK,0,1,0,regular
OAK201705080,OAK,3,2,20170508,0,h,ANA,1,0,0,regular
SDN201705080,TEX,1,5,20170508,0,v,SDN,0,1,0,regular
SDN201705080,SDN,5,1,20170508,0,h,TEX,1,0,0,regular
TBA201705080,KCA,7,3,20170508,0,v,TBA,1,0,0,regular
TBA201705080,TBA,3,7,20170508,0,h,KCA,0,1,0,regular
TOR201705080,CLE,2,4,20170508,0,v,TOR,0,1,0,regular
TOR201705080,TOR,4,2,20170508,0,h,CLE,1,0,0,regular
ARI201705090,DET,7,3,20170509,0,v,ARI,1,0,0,regular
ARI201705090,ARI,3,7,20170509,0,h,DET,0,1,0,regular
BAL201705090,WAS,4,5,20170509,0,v,BAL,0,1,0,regular
BAL201705090,BAL,5,4,20170509,0,h,WAS,1,0,0,regular
CHA201705090,MIN,7,2,20170509,0,v,CHA,1,0,0,regular
CHA201705090,CHA,2,7,20170509,0,h,MIN,0,1,0,regular
CIN201705090,NYA,3,5,20170509,0,v,CIN,0,1,0,regular
CIN201705090,CIN,5,3,20170509,0,h,NYA,1,0,0,regular
COL201705091,CHN,4,10,20170509,1,v,COL,0,1,0,regular
COL201705091,COL,10,4,20170509,1,h,CHN,1,0,0,regular
COL201705092,CHN,8,1,20170509,2,v,COL,1,0,0,regular
COL201705092,COL,1,8,20170509,2,h,CHN,0,1,0,regular
HOU201705090,ATL,3,8,20170509,0,v,HOU,0,1,0,regular
HOU201705090,HOU,8,3,20170509,0,h,ATL,1,0,0,regular
LAN201705090,PIT,3,4,20170509,0,v,LAN,0,1,0,regular
LAN201705090,LAN,4,3,20170509,0,h,PIT,1,0,0,regular
MIA201705090,SLN,6,5,20170509,0,v,MIA,1,0,0,regular
MIA201705090,MIA,5,6,20170509,0,h,SLN,0,1,0,regular
MIL201705090,BOS,7,11,20170509,0,v,MIL,0,1,0,regular
MIL201705090,MIL,11,7,20170509,0,h,BOS,1,0,0,regular
NYN201705090,SFN,1,6,20170509,0,v,NYN,0,1,0,regular
NYN201705090,NYN,6,1,20170509,0,h,SFN,1,0,0,regular
OAK201705090,ANA,7,3,20170509,0,v,OAK,1,0,0,regular
OAK201705090,OAK,3,7,20170509,0,h,ANA,0,1,0,regular
PHI201705090,SEA,10,9,20170509,0,v,PHI,1,0,0,regular
PHI201705090,PHI,9,10,20170509,0,h,SEA,0,1,0,regular
SDN201705090,TEX,11,0,20170509,0,v,SDN,1,0,0,regular
SDN201705090,SDN,0,11,20170509,0,h,TEX,0,1,0,regular
TBA201705090,KCA,7,6,20170509,0,v,TBA,1,0,0,regular
TBA201705090,TBA,6,7,20170509,0,h,KCA,0,1,0,regular
TOR201705090,CLE,6,0,20170509,0,v,TOR,1,0,0,regular
TOR201705090,TOR,0,6,20170509,0,h,CLE,0,1,0,regular
ARI201705100,DET,1,7,20170510,0,v,ARI,0,1,0,regular
ARI201705100,ARI,7,1,20170510,0,h,DET,1,0,0,regular
COL201705100,CHN,0,3,20170510,0,v,COL,0,1,0,regular
COL201705100,COL,3,0,20170510,0,h,CHN,1,0,0,regular
HOU201705100,ATL,2,4,20170510,0,v,HOU,0,1,0,regular
HOU201705100,HOU,4,2,20170510,0,h,ATL,1,0,0,regular
LAN201705100,PIT,2,5,20170510,0,v,LAN,0,1,0,regular
LAN201705100,LAN,5,2,20170510,0,h,PIT,1,0,0,regular
MIA201705100,SLN,7,5,20170510,0,v,MIA,1,0,0,regular
MIA201705100,MIA,5,7,20170510,0,h,SLN,0,1,0,regular
MIL201705100,BOS,4,7,20170510,0,v,MIL,0,1,0,regular
MIL201705100,MIL,7,4,20170510,0,h,BOS,1,0,0,regular
NYN201705100,SFN,6,5,20170510,0,v,NYN,1,0,0,regular
NYN201705100,NYN,5,6,20170510,0,h,SFN,0,1,0,regular
OAK201705100,ANA,1,3,20170510,0,v,OAK,0,1,0,regular
OAK201705100,OAK,3,1,20170510,0,h,ANA,1,0,0,regular
PHI201705100,SEA,11,6,20170510,0,v,PHI,1,0,0,regular
PHI201705100,PHI,6,11,20170510,0,h,SEA,0,1,0,regular
TBA201705100,KCA,1,12,20170510,0,v,TBA,0,1,0,regular
TBA201705100,TBA,12,1,20170510,0,h,KCA,1,0,0,regular
TEX201705100,SDN,3,4,20170510,0,v,TEX,0,1,0,regular
TEX201705100,TEX,4,3,20170510,0,h,SDN,1,0,0,regular
TOR201705100,CLE,7,8,20170510,0,v,TOR,0,1,0,regular
TOR201705100,TOR,8,7,20170510,0,h,CLE,1,0,0,regular
WAS201705100,BAL,6,7,20170510,0,v,WAS,0,1,0,regular
WAS201705100,WAS,7,6,20170510,0,h,BAL,1,0,0,regular
ANA201705110,DET,7,1,20170511,0,v,ANA,1,0,0,regular
ANA201705110,ANA,1,7,20170511,0,h,DET,0,1,0,regular
ARI201705110,PIT,1,2,20170511,0,v,ARI,0,1,0,regular
ARI201705110,ARI,2,1,20170511,0,h,PIT,1,0,0,regular
CHA201705110,MIN,7,6,20170511,0,v,CHA,1,0,0,regular
CHA201705110,CHA,6,7,20170511,0,h,MIN,0,1,0,regular
COL201705110,LAN,7,10,20170511,0,v,COL,0,1,0,regular
COL201705110,COL,10,7,20170511,0,h,LAN,1,0,0,regular
MIL201705110,BOS,4,1,20170511,0,v,MIL,1,0,0,regular
MIL201705110,MIL,1,4,20170511,0,h,BOS,0,1,0,regular
NYA201705110,HOU,3,2,20170511,0,v,NYA,1,0,0,regular
NYA201705110,NYA,2,3,20170511,0,h,HOU,0,1,0,regular
SFN201705110,CIN,3,2,20170511,0,v,SFN,1,0,0,regular
SFN201705110,SFN,2,3,20170511,0,h,CIN,0,1,0,regular
TBA201705110,KCA,6,0,20170511,0,v,TBA,1,0,0,regular
TBA201705110,TBA,0,6,20170511,0,h,KCA,0,1,0,regular
TEX201705110,SDN,2,5,20170511,0,v,TEX,0,1,0,regular
TEX201705110,TEX,5,2,20170511,0,h,SDN,1,0,0,regular
TOR201705110,SEA,2,7,20170511,0,v,TOR,0,1,0,regular
TOR201705110,TOR,7,2,20170511,0,h,SEA,1,0,0,regular
ANA201705120,DET,0,7,20170512,0,v,ANA,0,1,0,regular
ANA201705120,ANA,7,0,20170512,0,h,DET,1,0,0,regular
ARI201705120,PIT,4,11,20170512,0,v,ARI,0,1,0,regular
ARI201705120,ARI,11,4,20170512,0,h,PIT,1,0,0,regular
BOS201705120,TBA,5,4,20170512,0,v,BOS,1,0,0,regular
BOS201705120,BOS,4,5,20170512,0,h,TBA,0,1,0,regular
CHA201705120,SDN,6,3,20170512,0,v,CHA,1,0,0,regular
CHA201705120,CHA,3,6,20170512,0,h,SDN,0,1,0,regular
CLE201705120,MIN,1,0,20170512,0,v,CLE,1,0,0,regular
CLE201705120,CLE,0,1,20170512,0,h,MIN,0,1,0,regular
COL201705120,LAN,6,2,20170512,0,v,COL,1,0,0,regular
COL201705120,COL,2,6,20170512,0,h,LAN,0,1,0,regular
KCA201705120,BAL,2,3,20170512,0,v,KCA,0,1,0,regular
KCA201705120,KCA,3,2,20170512,0,h,BAL,1,0,0,regular
MIA201705120,ATL,8,4,20170512,0,v,MIA,1,0,0,regular
MIA201705120,MIA,4,8,20170512,0,h,ATL,0,1,0,regular
MIL201705120,NYN,4,7,20170512,0,v,MIL,0,1,0,regular
MIL201705120,MIL,7,4,20170512,0,h,NYN,1,0,0,regular
NYA201705120,HOU,5,1,20170512,0,v,NYA,1,0,0,regular
NYA201705120,NYA,1,5,20170512,0,h,HOU,0,1,0,regular
SFN201705120,CIN,2,3,20170512,0,v,SFN,0,1,0,regular
SFN201705120,SFN,3,2,20170512,0,h,CIN,1,0,0,regular
SLN201705120,CHN,3,2,20170512,0,v,SLN,1,0,0,regular
SLN201705120,SLN,2,3,20170512,0,h,CHN,0,1,0,regular
TEX201705120,OAK,2,5,20170512,0,v,TEX,0,1,0,regular
TEX201705120,TEX,5,2,20170512,0,h,OAK,1,0,0,regular
TOR201705120,SEA,0,4,20170512,0,v,TOR,0,1,0,regular
TOR201705120,TOR,4,0,20170512,0,h,SEA,1,0,0,regular
ANA201705130,DET,4,3,20170513,0,v,ANA,1,0,0,regular
ANA201705130,ANA,3,4,20170513,0,h,DET,0,1,0,regular
ARI201705130,PIT,4,3,20170513,0,v,ARI,1,0,0,regular
ARI201705130,ARI,3,4,20170513,0,h,PIT,0,1,0,regular
BOS201705130,TBA,3,6,20170513,0,v,BOS,0,1,0,regular
BOS201705130,BOS,6,3,20170513,0,h,TBA,1,0,0,regular
CHA201705130,SDN,4,5,20170513,0,v,CHA,0,1,0,regular
CHA201705130,CHA,5,4,20170513,0,h,SDN,1,0,0,regular
CLE201705130,MIN,4,1,20170513,0,v,CLE,1,0,0,regular
CLE201705130,CLE,1,4,20170513,0,h,MIN,0,1,0,regular
COL201705130,LAN,4,0,20170513,0,v,COL,1,0,0,regular
COL201705130,COL,0,4,20170513,0,h,LAN,0,1,0,regular
KCA201705130,BAL,3,4,20170513,0,v,KCA,0,1,0,regular
KCA201705130,KCA,4,3,20170513,0,h,BAL,1,0,0,regular
MIA201705130,ATL,3,1,20170513,0,v,MIA,1,0,0,regular
MIA201705130,MIA,1,3,20170513,0,h,ATL,0,1,0,regular
MIL201705130,NYN,4,11,20170513,0,v,MIL,0,1,0,regular
MIL201705130,MIL,11,4,20170513,0,h,NYN,1,0,0,regular
SFN201705130,CIN,1,3,20170513,0,v,SFN,0,1,0,regular
SFN201705130,SFN,3,1,20170513,0,h,CIN,1,0,0,regular
SLN201705130,CHN,3,5,20170513,0,v,SLN,0,1,0,regular
SLN201705130,SLN,5,3,20170513,0,h,CHN,1,0,0,regular
TEX201705130,OAK,5,6,20170513,0,v,TEX,0,1,0,regular
TEX201705130,TEX,6,5,20170513,0,h,OAK,1,0,0,regular
TOR201705130,SEA,2,7,20170513,0,v,TOR,0,1,0,regular
TOR201705130,TOR,7,2,20170513,0,h,SEA,1,0,0,regular
WAS201705130,PHI,4,6,20170513,0,v,WAS,0,1,0,regular
WAS201705130,WAS,6,4,20170513,0,h,PHI,1,0,0,regular
ANA201705140,DET,1,4,20170514,0,v,ANA,0,1,0,regular
ANA201705140,ANA,4,1,20170514,0,h,DET,1,0,0,regular
ARI201705140,PIT,6,4,20170514,0,v,ARI,1,0,0,regular
ARI201705140,ARI,4,6,20170514,0,h,PIT,0,1,0,regular
BOS201705140,TBA,11,2,20170514,0,v,BOS,1,0,0,regular
BOS201705140,BOS,2,11,20170514,0,h,TBA,0,1,0,regular
CHA201705140,SDN,3,9,20170514,0,v,CHA,0,1,0,regular
CHA201705140,CHA,9,3,20170514,0,h,SDN,1,0,0,regular
CLE201705140,MIN,3,8,20170514,0,v,CLE,0,1,0,regular
CLE201705140,CLE,8,3,20170514,0,h,MIN,1,0,0,regular
COL201705140,LAN,6,9,20170514,0,v,COL,0,1,0,regular
COL201705140,COL,9,6,20170514,0,h,LAN,1,0,0,regular
KCA201705140,BAL,8,9,20170514,0,v,KCA,0,1,0,regular
KCA201705140,KCA,9,8,20170514,0,h,BAL,1,0,0,regular
MIA201705140,ATL,1,3,20170514,0,v,MIA,0,1,0,regular
MIA201705140,MIA,3,1,20170514,0,h,ATL,1,0,0,regular
MIL201705140,NYN,9,11,20170514,0,v,MIL,0,1,0,regular
MIL201705140,MIL,11,9,20170514,0,h,NYN,1,0,0,regular
NYA201705141,HOU,6,11,20170514,1,v,NYA,0,1,0,regular
NYA201705141,NYA,11,6,20170514,1,h,HOU,1,0,0,regular
NYA201705142,HOU,10,7,20170514,2,v,NYA,1,0,0,regular
NYA201705142,NYA,7,10,20170514,2,h,HOU,0,1,0,regular
SFN201705140,CIN,3,8,20170514,0,v,SFN,0,1,0,regular
SFN201705140,SFN,8,3,20170514,0,h,CIN,1,0,0,regular
SLN201705140,CHN,0,5,20170514,0,v,SLN,0,1,0,regular
SLN201705140,SLN,5,0,20170514,0,h,CHN,1,0,0,regular
TEX201705140,OAK,4,6,20170514,0,v,TEX,0,1,0,regular
TEX201705140,TEX,6,4,20170514,0,h,OAK,1,0,0,regular
TOR201705140,SEA,2,3,20170514,0,v,TOR,0,1,0,regular
TOR201705140,TOR,3,2,20170514,0,h,SEA,1,0,0,regular
WAS201705141,PHI,4,3,20170514,1,v,WAS,1,0,0,regular
WAS201705141,WAS,3,4,20170514,1,h,PHI,0,1,0,regular
WAS201705142,PHI,5,6,20170514,2,v,WAS,0,1,0,regular
WAS201705142,WAS,6,5,20170514,2,h,PHI,1,0,0,regular
ANA201705150,CHA,3,5,20170515,0,v,ANA,0,1,0,regular
ANA201705150,ANA,5,3,20170515,0,h,CHA,1,0,0,regular
ARI201705150,NYN,3,7,20170515,0,v,ARI,0,1,0,regular
ARI201705150,ARI,7,3,20170515,0,h,NYN,1,0,0,regular
CLE201705150,TBA,7,8,20170515,0,v,CLE,0,1,0,regular
CLE201705150,CLE,8,7,20170515,0,h,TBA,1,0,0,regular
MIA201705150,HOU,7,2,20170515,0,v,MIA,1,0,0,regular
MIA201705150,MIA,2,7,20170515,0,h,HOU,0,1,0,regular
SDN201705150,MIL,5,6,20170515,0,v,SDN,0,1,0,regular
SDN201705150,SDN,6,5,20170515,0,h,MIL,1,0,0,regular
SEA201705150,OAK,5,6,20170515,0,v,SEA,0,1,0,regular
SEA201705150,SEA,6,5,20170515,0,h,OAK,1,0,0,regular
SFN201705150,LAN,4,8,20170515,0,v,SFN,0,1,0,regular
SFN201705150,SFN,8,4,20170515,0,h,LAN,1,0,0,regular
TOR201705150,ATL,10,6,20170515,0,v,TOR,1,0,0,regular
TOR201705150,TOR,6,10,20170515,0,h,ATL,0,1,0,regular
ANA201705160,CHA,6,7,20170516,0,v,ANA,0,1,0,regular
ANA201705160,ANA,7,6,20170516,0,h,CHA,1,0,0,regular
ARI201705160,NYN,4,5,20170516,0,v,ARI,0,1,0,regular
ARI201705160,ARI,5,4,20170516,0,h,NYN,1,0,0,regular
CHN201705160,CIN,5,9,20170516,0,v,CHN,0,1,0,regular
CHN201705160,CHN,9,5,20170516,0,h,CIN,1,0,0,regular
CLE201705160,TBA,6,4,20170516,0,v,CLE,1,0,0,regular
CLE201705160,CLE,4,6,20170516,0,h,TBA,0,1,0,regular
DET201705160,BAL,13,11,20170516,0,v,DET,1,0,0,regular
DET201705160,DET,11,13,20170516,0,h,BAL,0,1,0,regular
KCA201705160,NYA,7,1,20170516,0,v,KCA,1,0,0,regular
KCA201705160,KCA,1,7,20170516,0,h,NYA,0,1,0,regular
MIA201705160,HOU,12,2,20170516,0,v,MIA,1,0,0,regular
MIA201705160,MIA,2,12,20170516,0,h,HOU,0,1,0,regular
MIN201705160,COL,7,3,20170516,0,v,MIN,1,0,0,regular
MIN201705160,MIN,3,7,20170516,0,h,COL,0,1,0,regular
PIT201705160,WAS,8,4,20170516,0,v,PIT,1,0,0,regular
PIT201705160,PIT,4,8,20170516,0,h,WAS,0,1,0,regular
SDN201705160,MIL,6,2,20170516,0,v,SDN,1,0,0,regular
SDN201705160,SDN,2,6,20170516,0,h,MIL,0,1,0,regular
SEA201705160,OAK,9,6,20170516,0,v,SEA,1,0,0,regular
SEA201705160,SEA,6,9,20170516,0,h,OAK,0,1,0,regular
SFN201705160,LAN,1,2,20170516,0,v,SFN,0,1,0,regular
SFN201705160,SFN,2,1,20170516,0,h,LAN,1,0,0,regular
SLN201705160,BOS,6,3,20170516,0,v,SLN,1,0,0,regular
SLN201705160,SLN,3,6,20170516,0,h,BOS,0,1,0,regular
TEX201705160,PHI,1,5,20170516,0,v,TEX,0,1,0,regular
TEX201705160,TEX,5,1,20170516,0,h,PHI,1,0,0,regular
TOR201705160,ATL,9,5,20170516,0,v,TOR,1,0,0,regular
TOR201705160,TOR,5,9,20170516,0,h,ATL,0,1,0,regular
ANA201705170,CHA,8,12,20170517,0,v,ANA,0,1,0,regular
ANA201705170,ANA,12,8,20170517,0,h,CHA,1,0,0,regular
ARI201705170,NYN,4,5,20170517,0,v,ARI,0,1,0,regular
ARI201705170,ARI,5,4,20170517,0,h,NYN,1,0,0,regular
ATL201705170,TOR,4,8,20170517,0,v,ATL,0,1,0,regular
ATL201705170,ATL,8,4,20170517,0,h,TOR,1,0,0,regular
CHN201705170,CIN,5,7,20170517,0,v,CHN,0,1,0,regular
CHN201705170,CHN,7,5,20170517,0,h,CIN,1,0,0,regular
CLE201705170,TBA,7,4,20170517,0,v,CLE,1,0,0,regular
CLE201705170,CLE,4,7,20170517,0,h,TBA,0,1,0,regular
DET201705170,BAL,4,5,20170517,0,v,DET,0,1,0,regular
DET201705170,DET,5,4,20170517,0,h,BAL,1,0,0,regular
KCA201705170,NYA,11,7,20170517,0,v,KCA,1,0,0,regular
KCA201705170,KCA,7,11,20170517,0,h,NYA,0,1,0,regular
MIA201705170,HOU,3,0,20170517,0,v,MIA,1,0,0,regular
MIA201705170,MIA,0,3,20170517,0,h,HOU,0,1,0,regular
PIT201705170,WAS,1,6,20170517,0,v,PIT,0,1,0,regular
PIT201705170,PIT,6,1,20170517,0,h,WAS,1,0,0,regular
SDN201705170,MIL,3,1,20170517,0,v,SDN,1,0,0,regular
SDN201705170,SDN,1,3,20170517,0,h,MIL,0,1,0,regular
SEA201705170,OAK,0,4,20170517,0,v,SEA,0,1,0,regular
SEA201705170,SEA,4,0,20170517,0,h,OAK,1,0,0,regular
SFN201705170,LAN,6,1,20170517,0,v,SFN,1,0,0,regular
SFN201705170,SFN,1,6,20170517,0,h,LAN,0,1,0,regular
SLN201705170,BOS,5,4,20170517,0,v,SLN,1,0,0,regular
SLN201705170,SLN,4,5,20170517,0,h,BOS,0,1,0,regular
TEX201705170,PHI,3,9,20170517,0,v,TEX,0,1,0,regular
TEX201705170,TEX,9,3,20170517,0,h,PHI,1,0,0,regular
ATL201705180,TOR,9,0,20170518,0,v,ATL,1,0,0,regular
ATL201705180,ATL,0,9,20170518,0,h,TOR,0,1,0,regular
CHN201705180,CIN,5,9,20170518,0,v,CHN,0,1,0,regular
CHN201705180,CHN,9,5,20170518,0,h,CIN,1,0,0,regular
DET201705180,BAL,5,6,20170518,0,v,DET,0,1,0,regular
DET201705180,DET,6,5,20170518,0,h,BAL,1,0,0,regular
KCA201705180,NYA,1,5,20170518,0,v,KCA,0,1,0,regular
KCA201705180,KCA,5,1,20170518,0,h,NYA,1,0,0,regular
LAN201705180,MIA,2,7,20170518,0,v,LAN,0,1,0,regular
LAN201705180,LAN,7,2,20170518,0,h,MIA,1,0,0,regular
MIN201705181,COL,5,1,20170518,1,v,MIN,1,0,0,regular
MIN201705181,MIN,1,5,20170518,1,h,COL,0,1,0,regular
MIN201705182,COL,0,2,20170518,2,v,MIN,0,1,0,regular
MIN201705182,MIN,2,0,20170518,2,h,COL,1,0,0,regular
OAK201705180,BOS,3,8,20170518,0,v,OAK,0,1,0,regular
OAK201705180,OAK,8,3,20170518,0,h,BOS,1,0,0,regular
PIT201705180,WAS,4,10,20170518,0,v,PIT,0,1,0,regular
PIT201705180,PIT,10,4,20170518,0,h,WAS,1,0,0,regular
SDN201705180,MIL,4,2,20170518,0,v,SDN,1,0,0,regular
SDN201705180,SDN,2,4,20170518,0,h,MIL,0,1,0,regular
SEA201705180,CHA,4,5,20170518,0,v,SEA,0,1,0,regular
SEA201705180,SEA,5,4,20170518,0,h,CHA,1,0,0,regular
TEX201705180,PHI,4,8,20170518,0,v,TEX,0,1,0,regular
TEX201705180,TEX,8,4,20170518,0,h,PHI,1,0,0,regular
ATL201705190,WAS,4,7,20170519,0,v,ATL,0,1,0,regular
ATL201705190,ATL,7,4,20170519,0,h,WAS,1,0,0,regular
BAL201705190,TOR,3,5,20170519,0,v,BAL,0,1,0,regular
BAL201705190,BAL,5,3,20170519,0,h,TOR,1,0,0,regular
CHN201705190,MIL,6,3,20170519,0,v,CHN,1,0,0,regular
CHN201705190,CHN,3,6,20170519,0,h,MIL,0,1,0,regular
CIN201705190,COL,12,6,20170519,0,v,CIN,1,0,0,regular
CIN201705190,CIN,6,12,20170519,0,h,COL,0,1,0,regular
DET201705190,TEX,5,3,20170519,0,v,DET,1,0,0,regular
DET201705190,DET,3,5,20170519,0,h,TEX,0,1,0,regular
HOU201705190,CLE,5,3,20170519,0,v,HOU,1,0,0,regular
HOU201705190,HOU,3,5,20170519,0,h,CLE,0,1,0,regular
LAN201705190,MIA,2,7,20170519,0,v,LAN,0,1,0,regular
LAN201705190,LAN,7,2,20170519,0,h,MIA,1,0,0,regular
MIN201705190,KCA,3,4,20170519,0,v,MIN,0,1,0,regular
MIN201705190,MIN,4,3,20170519,0,h,KCA,1,0,0,regular
NYN201705190,ANA,0,3,20170519,0,v,NYN,0,1,0,regular
NYN201705190,NYN,3,0,20170519,0,h,ANA,1,0,0,regular
OAK201705190,BOS,2,3,20170519,0,v,OAK,0,1,0,regular
OAK201705190,OAK,3,2,20170519,0,h,BOS,1,0,0,regular
PIT201705190,PHI,7,2,20170519,0,v,PIT,1,0,0,regular
PIT201705190,PIT,2,7,20170519,0,h,PHI,0,1,0,regular
SDN201705190,ARI,10,1,20170519,0,v,SDN,1,0,0,regular
SDN201705190,SDN,1,10,20170519,0,h,ARI,0,1,0,regular
SEA201705190,CHA,2,1,20170519,0,v,SEA,1,0,0,regular
SEA201705190,SEA,1,2,20170519,0,h,CHA,0,1,0,regular
SLN201705190,SFN,6,5,20170519,0,v,SLN,1,0,0,regular
SLN201705190,SLN,5,6,20170519,0,h,SFN,0,1,0,regular
TBA201705190,NYA,4,5,20170519,0,v,TBA,0,1,0,regular
TBA201705190,TBA,5,4,20170519,0,h,NYA,1,0,0,regular
ATL201705200,WAS,2,5,20170520,0,v,ATL,0,1,0,regular
ATL201705200,ATL,5,2,20170520,0,h,WAS,1,0,0,regular
BAL201705200,TOR,5,7,20170520,0,v,BAL,0,1,0,regular
BAL201705200,BAL,7,5,20170520,0,h,TOR,1,0,0,regular
CIN201705200,COL,8,12,20170520,0,v,CIN,0,1,0,regular
CIN201705200,CIN,12,8,20170520,0,h,COL,1,0,0,regular
DET201705200,TEX,3,9,20170520,0,v,DET,0,1,0,regular
DET201705200,DET,9,3,20170520,0,h,TEX,1,0,0,regular
HOU201705200,CLE,3,0,20170520,0,v,HOU,1,0,0,regular
HOU201705200,HOU,0,3,20170520,0,h,CLE,0,1,0,regular
LAN201705200,MIA,10,6,20170520,0,v,LAN,1,0,0,regular
LAN201705200,LAN,6,10,20170520,0,h,MIA,0,1,0,regular
NYN201705200,ANA,5,7,20170520,0,v,NYN,0,1,0,regular
NYN201705200,NYN,7,5,20170520,0,h,ANA,1,0,0,regular
OAK201705200,BOS,3,8,20170520,0,v,OAK,0,1,0,regular
OAK201705200,OAK,8,3,20170520,0,h,BOS,1,0,0,regular
PIT201705200,PHI,3,6,20170520,0,v,PIT,0,1,0,regular
PIT201705200,PIT,6,3,20170520,0,h,PHI,1,0,0,regular
SDN201705200,ARI,9,1,20170520,0,v,SDN,1,0,0,regular
SDN201705200,SDN,1,9,20170520,0,h,ARI,0,1,0,regular
SEA201705200,CHA,16,1,20170520,0,v,SEA,1,0,0,regular
SEA201705200,SEA,1,16,20170520,0,h,CHA,0,1,0,regular
SLN201705200,SFN,3,1,20170520,0,v,SLN,1,0,0,regular
SLN201705200,SLN,1,3,20170520,0,h,SFN,0,1,0,regular
TBA201705200,NYA,5,9,20170520,0,v,TBA,0,1,0,regular
TBA201705200,TBA,9,5,20170520,0,h,NYA,1,0,0,regular
ATL201705210,WAS,3,2,20170521,0,v,ATL,1,0,0,regular
ATL201705210,ATL,2,3,20170521,0,h,WAS,0,1,0,regular
BAL201705210,TOR,3,1,20170521,0,v,BAL,1,0,0,regular
BAL201705210,BAL,1,3,20170521,0,h,TOR,0,1,0,regular
CHN201705210,MIL,6,13,20170521,0,v,CHN,0,1,0,regular
CHN201705210,CHN,13,6,20170521,0,h,MIL,1,0,0,regular
CIN201705210,COL,6,4,20170521,0,v,CIN,1,0,0,regular
CIN201705210,CIN,4,6,20170521,0,h,COL,0,1,0,regular
DET201705210,TEX,5,2,20170521,0,v,DET,1,0,0,regular
DET201705210,DET,2,5,20170521,0,h,TEX,0,1,0,regular
HOU201705210,CLE,8,6,20170521,0,v,HOU,1,0,0,regular
HOU201705210,HOU,6,8,20170521,0,h,CLE,0,1,0,regular
LAN201705210,MIA,3,6,20170521,0,v,LAN,0,1,0,regular
LAN201705210,LAN,6,3,20170521,0,h,MIA,1,0,0,regular
MIN201705211,KCA,6,4,20170521,1,v,MIN,1,0,0,regular
MIN201705211,MIN,4,6,20170521,1,h,KCA,0,1,0,regular
MIN201705212,KCA,4,8,20170521,2,v,MIN,0,1,0,regular
MIN201705212,MIN,8,4,20170521,2,h,KCA,1,0,0,regular
NYN201705210,ANA,12,5,20170521,0,v,NYN,1,0,0,regular
NYN201705210,NYN,5,12,20170521,0,h,ANA,0,1,0,regular
OAK201705210,BOS,12,3,20170521,0,v,OAK,1,0,0,regular
OAK201705210,OAK,3,12,20170521,0,h,BOS,0,1,0,regular
PIT201705210,PHI,0,1,20170521,0,v,PIT,0,1,0,regular
PIT201705210,PIT,1,0,20170521,0,h,PHI,1,0,0,regular
SDN201705210,ARI,1,5,20170521,0,v,SDN,0,1,0,regular
SDN201705210,SDN,5,1,20170521,0,h,ARI,1,0,0,regular
SEA201705210,CHA,8,1,20170521,0,v,SEA,1,0,0,regular
SEA201705210,SEA,1,8,20170521,0,h,CHA,0,1,0,regular
