event_id,date_utc,fetch_date,season_type,home_team,away_team,home_points,away_points,played,status_detail
401584735,2023-10-31T00:00Z,2023-10-30,2,Milwaukee Bucks,Miami Heat,122,114,True,Final
401584736,2023-10-31T00:00Z,2023-10-30,2,New Orleans Pelicans,Golden State Warriors,102,130,True,Final
401584737,2023-10-31T00:00Z,2023-10-30,2,Oklahoma City Thunder,Detroit Pistons,124,112,True,Final
401584738,2023-10-31T01:00Z,2023-10-30,2,Denver Nuggets,Utah Jazz,110,102,True,Final
401584739,2023-10-31T02:30Z,2023-10-30,2,Los Angeles Lakers,Orlando Magic,106,103,True,Final
401584740,2023-10-31T23:30Z,2023-10-31,2,Cleveland Cavaliers,New York Knicks,91,109,True,Final
401584741,2023-11-01T02:00Z,2023-10-31,2,Phoenix Suns,San Antonio Spurs,114,115,True,Final
401584742,2023-11-01T02:30Z,2023-10-31,2,LA Clippers,Orlando Magic,118,102,True,Final
401584743,2023-11-01T23:00Z,2023-11-01,2,Detroit Pistons,Portland Trail Blazers,101,110,True,Final
401584744,2023-11-01T23:00Z,2023-11-01,2,Toronto Raptors,Milwaukee Bucks,130,111,True,Final
401584745,2023-11-01T23:30Z,2023-11-01,2,Atlanta Hawks,Washington Wizards,130,121,True,Final
401584746,2023-11-01T23:30Z,2023-11-01,2,Boston Celtics,Indiana Pacers,155,104,True,Final
401584747,2023-11-01T23:30Z,2023-11-01,2,Miami Heat,Brooklyn Nets,105,109,True,Final
401584748,2023-11-01T23:30Z,2023-11-01,2,New York Knicks,Cleveland Cavaliers,89,95,True,Final
401584749,2023-11-01T23:30Z,2023-11-01,2,Oklahoma City Thunder,New Orleans Pelicans,106,110,True,Final
401584750,2023-11-02T00:00Z,2023-11-01,2,Houston Rockets,Charlotte Hornets,128,119,True,Final
401584751,2023-11-02T00:00Z,2023-11-01,2,Minnesota Timberwolves,Denver Nuggets,110,89,True,Final
401584752,2023-11-02T00:30Z,2023-11-01,2,Dallas Mavericks,Chicago Bulls,114,105,True,Final
401584753,2023-11-02T01:00Z,2023-11-01,2,Utah Jazz,Memphis Grizzlies,133,109,True,Final
401584754,2023-11-02T02:00Z,2023-11-01,2,Golden State Warriors,Sacramento Kings,102,101,True,Final
401584755,2023-11-02T02:00Z,2023-11-01,2,Los Angeles Lakers,LA Clippers,130,125,True,Final/OT
401584756,2023-11-02T23:00Z,2023-11-02,2,Philadelphia 76ers,Toronto Raptors,114,99,True,Final
401584757,2023-11-03T00:00Z,2023-11-02,2,New Orleans Pelicans,Detroit Pistons,125,116,True,Final
401584758,2023-11-03T01:00Z,2023-11-02,2,Utah Jazz,Orlando Magic,113,115,True,Final
401584759,2023-11-03T02:00Z,2023-11-02,2,Phoenix Suns,San Antonio Spurs,121,132,True,Final
401584089,2023-11-03T23:00Z,2023-11-03,2,Indiana Pacers,Cleveland Cavaliers,121,116,True,Final
401584090,2023-11-03T23:30Z,2023-11-03,2,Milwaukee Bucks,New York Knicks,110,105,True,Final
401584091,2023-11-04T00:00Z,2023-11-03,2,Miami Heat,Washington Wizards,121,114,True,Final
401584092,2023-11-04T00:00Z,2023-11-03,2,Chicago Bulls,Brooklyn Nets,107,109,True,Final
401584093,2023-11-04T00:00Z,2023-11-03,2,Oklahoma City Thunder,Golden State Warriors,139,141,True,Final
401584094,2023-11-04T02:00Z,2023-11-03,2,Denver Nuggets,Dallas Mavericks,125,114,True,Final
401584095,2023-11-04T02:00Z,2023-11-03,2,Portland Trail Blazers,Memphis Grizzlies,115,113,True,Final/OT
401584760,2023-11-04T17:00Z,2023-11-04,2,Philadelphia 76ers,Phoenix Suns,112,100,True,Final
401584761,2023-11-04T23:00Z,2023-11-04,2,Indiana Pacers,Charlotte Hornets,124,125,True,Final
401584762,2023-11-04T23:00Z,2023-11-04,2,Orlando Magic,Los Angeles Lakers,120,101,True,Final
401584763,2023-11-04T23:00Z,2023-11-04,2,New Orleans Pelicans,Atlanta Hawks,105,123,True,Final
401584764,2023-11-05T00:00Z,2023-11-04,2,Brooklyn Nets,Boston Celtics,114,124,True,Final
401584765,2023-11-05T00:00Z,2023-11-04,2,Houston Rockets,Sacramento Kings,107,89,True,Final
401584766,2023-11-05T00:00Z,2023-11-04,2,Minnesota Timberwolves,Utah Jazz,123,95,True,Final
401584767,2023-11-05T01:00Z,2023-11-04,2,Denver Nuggets,Chicago Bulls,123,101,True,Final
401584768,2023-11-05T20:00Z,2023-11-05,2,Detroit Pistons,Phoenix Suns,106,120,True,Final
401584769,2023-11-05T20:30Z,2023-11-05,2,San Antonio Spurs,Toronto Raptors,116,123,True,Final/OT
401584770,2023-11-05T23:00Z,2023-11-05,2,Cleveland Cavaliers,Golden State Warriors,115,104,True,Final
401584771,2023-11-06T00:30Z,2023-11-05,2,Dallas Mavericks,Charlotte Hornets,124,118,True,Final
401584772,2023-11-06T02:00Z,2023-11-05,2,Portland Trail Blazers,Memphis Grizzlies,100,112,True,Final
401584773,2023-11-07T00:00Z,2023-11-06,2,Detroit Pistons,Golden State Warriors,109,120,True,Final
401584774,2023-11-07T00:00Z,2023-11-06,2,Indiana Pacers,San Antonio Spurs,152,111,True,Final
401584775,2023-11-07T00:00Z,2023-11-06,2,Orlando Magic,Dallas Mavericks,102,117,True,Final
401584776,2023-11-07T00:00Z,2023-11-06,2,Philadelphia 76ers,Washington Wizards,146,128,True,Final
401584777,2023-11-07T00:30Z,2023-11-06,2,Brooklyn Nets,Milwaukee Bucks,125,129,True,Final
401584778,2023-11-07T00:30Z,2023-11-06,2,Miami Heat,Los Angeles Lakers,108,107,True,Final
401584779,2023-11-07T00:30Z,2023-11-06,2,New York Knicks,LA Clippers,111,97,True,Final
401584780,2023-11-07T01:00Z,2023-11-06,2,Chicago Bulls,Utah Jazz,130,113,True,Final
401584781,2023-11-07T01:00Z,2023-11-06,2,Houston Rockets,Sacramento Kings,122,97,True,Final
401584782,2023-11-07T01:00Z,2023-11-06,2,Minnesota Timberwolves,Boston Celtics,114,109,True,Final/OT
401584783,2023-11-07T01:00Z,2023-11-06,2,Oklahoma City Thunder,Atlanta Hawks,126,117,True,Final
401584784,2023-11-07T02:00Z,2023-11-06,2,Denver Nuggets,New Orleans Pelicans,134,116,True,Final
401584785,2023-11-09T00:00Z,2023-11-08,2,Charlotte Hornets,Washington Wizards,116,132,True,Final
401584786,2023-11-09T00:00Z,2023-11-08,2,Indiana Pacers,Utah Jazz,134,118,True,Final
401584787,2023-11-09T00:00Z,2023-11-08,2,Philadelphia 76ers,Boston Celtics,106,103,True,Final
401584788,2023-11-09T00:30Z,2023-11-08,2,Brooklyn Nets,LA Clippers,100,93,True,Final
401584789,2023-11-09T00:30Z,2023-11-08,2,New York Knicks,San Antonio Spurs,126,105,True,Final
401584790,2023-11-09T01:00Z,2023-11-08,2,Chicago Bulls,Phoenix Suns,115,116,True,Final/OT
401584791,2023-11-09T01:00Z,2023-11-08,2,Houston Rockets,Los Angeles Lakers,128,94,True,Final
401584792,2023-11-09T01:00Z,2023-11-08,2,Memphis Grizzlies,Miami Heat,102,108,True,Final
401584793,2023-11-09T01:00Z,2023-11-08,2,Milwaukee Bucks,Detroit Pistons,120,118,True,Final
401584794,2023-11-09T01:00Z,2023-11-08,2,Minnesota Timberwolves,New Orleans Pelicans,122,101,True,Final
401584795,2023-11-09T01:00Z,2023-11-08,2,Oklahoma City Thunder,Cleveland Cavaliers,128,120,True,Final
401584796,2023-11-09T01:30Z,2023-11-08,2,Dallas Mavericks,Toronto Raptors,116,127,True,Final
401584797,2023-11-09T03:00Z,2023-11-08,2,Denver Nuggets,Golden State Warriors,108,105,True,Final
401584798,2023-11-09T03:00Z,2023-11-08,2,Sacramento Kings,Portland Trail Blazers,121,118,True,Final/OT
401584799,2023-11-10T00:00Z,2023-11-09,2,Indiana Pacers,Milwaukee Bucks,126,124,True,Final
401584800,2023-11-10T02:30Z,2023-11-09,2,Orlando Magic,Atlanta Hawks,119,120,True,Final
401584096,2023-11-11T00:00Z,2023-11-10,2,Detroit Pistons,Philadelphia 76ers,106,114,True,Final
401584097,2023-11-11T00:00Z,2023-11-10,2,Washington Wizards,Charlotte Hornets,117,124,True,Final
401584098,2023-11-11T00:30Z,2023-11-10,2,Boston Celtics,Brooklyn Nets,121,107,True,Final
401584099,2023-11-11T01:00Z,2023-11-10,2,Houston Rockets,New Orleans Pelicans,104,101,True,Final
401584100,2023-11-11T01:00Z,2023-11-10,2,Memphis Grizzlies,Utah Jazz,121,127,True,Final
401584101,2023-11-11T01:00Z,2023-11-10,2,San Antonio Spurs,Minnesota Timberwolves,110,117,True,Final
401584102,2023-11-11T01:30Z,2023-11-10,2,Dallas Mavericks,LA Clippers,144,126,True,Final
401584103,2023-11-11T03:00Z,2023-11-10,2,Phoenix Suns,Los Angeles Lakers,119,122,True,Final
401584104,2023-11-11T03:00Z,2023-11-10,2,Sacramento Kings,Oklahoma City Thunder,105,98,True,Final
401584801,2023-11-11T23:00Z,2023-11-11,2,Orlando Magic,Milwaukee Bucks,112,97,True,Final
401584802,2023-11-12T00:00Z,2023-11-11,2,Boston Celtics,Toronto Raptors,117,94,True,Final
401584803,2023-11-12T00:30Z,2023-11-11,2,Atlanta Hawks,Miami Heat,109,117,True,Final
401584804,2023-11-12T01:30Z,2023-11-11,2,Golden State Warriors,Cleveland Cavaliers,110,118,True,Final
401584805,2023-11-12T17:00Z,2023-11-12,2,New York Knicks,Charlotte Hornets,129,107,True,Final
401584806,2023-11-12T20:00Z,2023-11-12,2,Brooklyn Nets,Washington Wizards,102,94,True,Final
401584807,2023-11-12T20:30Z,2023-11-12,2,LA Clippers,Memphis Grizzlies,101,105,True,Final
401584808,2023-11-12T23:00Z,2023-11-12,2,Philadelphia 76ers,Indiana Pacers,137,126,True,Final
401584809,2023-11-13T00:00Z,2023-11-12,2,Chicago Bulls,Detroit Pistons,119,108,True,Final
401584810,2023-11-13T00:00Z,2023-11-12,2,Houston Rockets,Denver Nuggets,107,104,True,Final
401584811,2023-11-13T00:00Z,2023-11-12,2,New Orleans Pelicans,Dallas Mavericks,124,136,True,Final
401584812,2023-11-13T00:00Z,2023-11-12,2,San Antonio Spurs,Miami Heat,113,118,True,Final
401584813,2023-11-13T01:00Z,2023-11-12,2,Phoenix Suns,Oklahoma City Thunder,99,111,True,Final
401584814,2023-11-13T01:30Z,2023-11-12,2,Golden State Warriors,Minnesota Timberwolves,110,116,True,Final
401584815,2023-11-13T03:00Z,2023-11-12,2,Los Angeles Lakers,Portland Trail Blazers,116,110,True,Final
401584816,2023-11-14T00:30Z,2023-11-13,2,Boston Celtics,New York Knicks,114,98,True,Final
401584817,2023-11-14T00:30Z,2023-11-13,2,Toronto Raptors,Washington Wizards,111,107,True,Final
401584818,2023-11-14T01:00Z,2023-11-13,2,Milwaukee Bucks,Chicago Bulls,118,109,True,Final
401584819,2023-11-14T03:00Z,2023-11-13,2,Sacramento Kings,Cleveland Cavaliers,132,120,True,Final
401584105,2023-11-15T00:00Z,2023-11-14,2,Charlotte Hornets,Miami Heat,105,111,True,Final
401584106,2023-11-15T00:00Z,2023-11-14,2,Detroit Pistons,Atlanta Hawks,120,126,True,Final
401584107,2023-11-15T00:00Z,2023-11-14,2,Philadelphia 76ers,Indiana Pacers,126,132,True,Final
401584108,2023-11-15T00:30Z,2023-11-14,2,Brooklyn Nets,Orlando Magic,124,104,True,Final
401584109,2023-11-15T00:30Z,2023-11-14,2,Oklahoma City Thunder,San Antonio Spurs,123,87,True,Final
401584110,2023-11-15T01:00Z,2023-11-14,2,New Orleans Pelicans,Dallas Mavericks,131,110,True,Final
401584111,2023-11-15T02:00Z,2023-11-14,2,Utah Jazz,Portland Trail Blazers,115,99,True,Final
401584112,2023-11-15T03:00Z,2023-11-14,2,Denver Nuggets,LA Clippers,111,108,True,Final
401584113,2023-11-15T03:00Z,2023-11-14,2,Golden State Warriors,Minnesota Timberwolves,101,104,True,Final
401584114,2023-11-15T03:30Z,2023-11-14,2,Los Angeles Lakers,Memphis Grizzlies,134,107,True,Final
401584820,2023-11-16T00:00Z,2023-11-15,2,Washington Wizards,Dallas Mavericks,117,130,True,Final
401584821,2023-11-16T00:30Z,2023-11-15,2,Atlanta Hawks,New York Knicks,114,116,True,Final
401584822,2023-11-16T00:30Z,2023-11-15,2,Philadelphia 76ers,Boston Celtics,107,117,True,Final
401584823,2023-11-16T00:30Z,2023-11-15,2,Toronto Raptors,Milwaukee Bucks,112,128,True,Final
401584824,2023-11-16T01:00Z,2023-11-15,2,Chicago Bulls,Orlando Magic,94,96,True,Final
401584825,2023-11-16T02:00Z,2023-11-15,2,Phoenix Suns,Minnesota Timberwolves,133,115,True,Final
401584826,2023-11-16T03:00Z,2023-11-15,2,Los Angeles Lakers,Sacramento Kings,110,125,True,Final
401584827,2023-11-16T03:00Z,2023-11-15,2,Portland Trail Blazers,Cleveland Cavaliers,95,109,True,Final
401584828,2023-11-17T00:30Z,2023-11-16,2,Miami Heat,Brooklyn Nets,122,115,True,Final
401584829,2023-11-17T03:00Z,2023-11-16,2,Golden State Warriors,Oklahoma City Thunder,109,128,True,Final
401584115,2023-11-18T00:00Z,2023-11-17,2,Charlotte Hornets,Milwaukee Bucks,99,130,True,Final
401584116,2023-11-18T00:00Z,2023-11-17,2,Washington Wizards,New York Knicks,99,120,True,Final
401584117,2023-11-18T00:30Z,2023-11-17,2,Atlanta Hawks,Philadelphia 76ers,116,126,True,Final
401584118,2023-11-18T00:30Z,2023-11-17,2,Cleveland Cavaliers,Detroit Pistons,108,100,True,Final
401584119,2023-11-18T00:30Z,2023-11-17,2,Toronto Raptors,Boston Celtics,105,108,True,Final
401584120,2023-11-18T00:30Z,2023-11-17,2,San Antonio Spurs,Sacramento Kings,120,129,True,Final
401584121,2023-11-18T01:00Z,2023-11-17,2,Chicago Bulls,Orlando Magic,97,103,True,Final
401584122,2023-11-18T01:00Z,2023-11-17,2,New Orleans Pelicans,Denver Nuggets,115,110,True,Final
401584123,2023-11-18T03:00Z,2023-11-17,2,Utah Jazz,Phoenix Suns,128,131,True,Final
401584124,2023-11-18T03:00Z,2023-11-17,2,Portland Trail Blazers,Los Angeles Lakers,95,107,True,Final
401584125,2023-11-18T03:30Z,2023-11-17,2,LA Clippers,Houston Rockets,106,100,True,Final
401584830,2023-11-18T23:00Z,2023-11-18,2,Charlotte Hornets,New York Knicks,108,122,True,Final
401584831,2023-11-19T00:00Z,2023-11-18,2,New Orleans Pelicans,Minnesota Timberwolves,120,121,True,Final
401584832,2023-11-19T01:00Z,2023-11-18,2,Chicago Bulls,Miami Heat,102,97,True,Final
401584833,2023-11-19T01:00Z,2023-11-18,2,Milwaukee Bucks,Dallas Mavericks,132,125,True,Final
401584834,2023-11-19T01:00Z,2023-11-18,2,San Antonio Spurs,Memphis Grizzlies,108,120,True,Final
401584835,2023-11-19T01:30Z,2023-11-18,2,Golden State Warriors,Oklahoma City Thunder,123,130,True,Final/OT
401584836,2023-11-19T20:00Z,2023-11-19,2,Brooklyn Nets,Philadelphia 76ers,99,121,True,Final
401584839,2023-11-19T21:00Z,2023-11-19,2,Toronto Raptors,Detroit Pistons,142,113,True,Final
401584837,2023-11-19T22:00Z,2023-11-19,2,Indiana Pacers,Orlando Magic,116,128,True,Final
401584838,2023-11-19T23:00Z,2023-11-19,2,Cleveland Cavaliers,Denver Nuggets,121,109,True,Final
401584840,2023-11-20T00:30Z,2023-11-19,2,Dallas Mavericks,Sacramento Kings,113,129,True,Final
401584841,2023-11-20T01:00Z,2023-11-19,2,Memphis Grizzlies,Boston Celtics,100,102,True,Final
401584842,2023-11-20T01:00Z,2023-11-19,2,Utah Jazz,Phoenix Suns,137,140,True,Final/2OT
401584843,2023-11-20T02:00Z,2023-11-19,2,Portland Trail Blazers,Oklahoma City Thunder,91,134,True,Final
401584844,2023-11-20T02:30Z,2023-11-19,2,Los Angeles Lakers,Houston Rockets,105,104,True,Final
401584845,2023-11-21T00:00Z,2023-11-20,2,Charlotte Hornets,Boston Celtics,121,118,True,Final/OT
401584846,2023-11-21T00:00Z,2023-11-20,2,Detroit Pistons,Denver Nuggets,103,107,True,Final
401584847,2023-11-21T00:00Z,2023-11-20,2,Washington Wizards,Milwaukee Bucks,129,142,True,Final
401584848,2023-11-21T01:00Z,2023-11-20,2,Chicago Bulls,Miami Heat,100,118,True,Final
401584849,2023-11-21T01:00Z,2023-11-20,2,Minnesota Timberwolves,New York Knicks,117,100,True,Final
401584850,2023-11-21T01:00Z,2023-11-20,2,New Orleans Pelicans,Sacramento Kings,129,93,True,Final
401584851,2023-11-21T01:00Z,2023-11-20,2,San Antonio Spurs,LA Clippers,99,124,True,Final
401584852,2023-11-21T03:00Z,2023-11-20,2,Golden State Warriors,Houston Rockets,121,116,True,Final
401584126,2023-11-22T00:00Z,2023-11-21,2,Orlando Magic,Toronto Raptors,126,107,True,Final
401584127,2023-11-22T00:30Z,2023-11-21,2,Atlanta Hawks,Indiana Pacers,152,157,True,Final
401584128,2023-11-22T00:30Z,2023-11-21,2,Philadelphia 76ers,Cleveland Cavaliers,119,122,True,Final/OT
401584129,2023-11-22T02:00Z,2023-11-21,2,Phoenix Suns,Portland Trail Blazers,120,107,True,Final
401584130,2023-11-22T03:00Z,2023-11-21,2,Los Angeles Lakers,Utah Jazz,131,99,True,Final
401584853,2023-11-23T00:00Z,2023-11-22,2,Charlotte Hornets,Washington Wizards,117,114,True,Final
401584854,2023-11-23T00:00Z,2023-11-22,2,Orlando Magic,Denver Nuggets,124,119,True,Final
401584855,2023-11-23T00:30Z,2023-11-22,2,Atlanta Hawks,Brooklyn Nets,147,145,True,Final/OT
401584856,2023-11-23T00:30Z,2023-11-22,2,Boston Celtics,Milwaukee Bucks,119,116,True,Final
401584857,2023-11-23T00:30Z,2023-11-22,2,Cleveland Cavaliers,Miami Heat,96,129,True,Final
401584858,2023-11-23T00:30Z,2023-11-22,2,Indiana Pacers,Toronto Raptors,131,132,True,Final
401584859,2023-11-23T01:00Z,2023-11-22,2,Houston Rockets,Memphis Grizzlies,111,91,True,Final
401584860,2023-11-23T01:00Z,2023-11-22,2,Minnesota Timberwolves,Philadelphia 76ers,112,99,True,Final
401584861,2023-11-23T01:00Z,2023-11-22,2,New Orleans Pelicans,Sacramento Kings,117,112,True,Final
401584862,2023-11-23T01:00Z,2023-11-22,2,Oklahoma City Thunder,Chicago Bulls,116,102,True,Final
401584863,2023-11-23T01:00Z,2023-11-22,2,San Antonio Spurs,LA Clippers,102,109,True,Final
401584864,2023-11-23T03:00Z,2023-11-22,2,Phoenix Suns,Golden State Warriors,123,115,True,Final
401584865,2023-11-23T03:00Z,2023-11-22,2,Portland Trail Blazers,Utah Jazz,121,105,True,Final
401584866,2023-11-23T03:30Z,2023-11-22,2,Los Angeles Lakers,Dallas Mavericks,101,104,True,Final
401584131,2023-11-24T19:30Z,2023-11-24,2,Orlando Magic,Boston Celtics,113,96,True,Final
401584132,2023-11-24T22:00Z,2023-11-24,2,Memphis Grizzlies,Phoenix Suns,89,110,True,Final
401584133,2023-11-25T00:30Z,2023-11-24,2,New York Knicks,Miami Heat,100,98,True,Final
401584134,2023-11-25T00:30Z,2023-11-24,2,Toronto Raptors,Chicago Bulls,121,108,True,Final
401584135,2023-11-25T01:00Z,2023-11-24,2,Indiana Pacers,Detroit Pistons,136,113,True,Final
401584136,2023-11-25T01:00Z,2023-11-24,2,Houston Rockets,Denver Nuggets,105,86,True,Final
401584137,2023-11-25T01:00Z,2023-11-24,2,Milwaukee Bucks,Washington Wizards,131,128,True,Final
401584138,2023-11-25T01:00Z,2023-11-24,2,Minnesota Timberwolves,Sacramento Kings,111,124,True,Final
401584139,2023-11-25T03:00Z,2023-11-24,2,Golden State Warriors,San Antonio Spurs,118,112,True,Final
401584140,2023-11-25T03:30Z,2023-11-24,2,LA Clippers,New Orleans Pelicans,106,116,True,Final
401584867,2023-11-25T22:00Z,2023-11-25,2,Oklahoma City Thunder,Philadelphia 76ers,123,127,True,Final
401584868,2023-11-25T23:00Z,2023-11-25,2,Brooklyn Nets,Miami Heat,112,97,True,Final
401584869,2023-11-26T00:00Z,2023-11-25,2,Washington Wizards,Atlanta Hawks,108,136,True,Final
401584870,2023-11-26T00:30Z,2023-11-25,2,Cleveland Cavaliers,Los Angeles Lakers,115,121,True,Final
401584871,2023-11-26T02:30Z,2023-11-25,2,Utah Jazz,New Orleans Pelicans,105,100,True,Final
401584872,2023-11-26T03:30Z,2023-11-25,2,LA Clippers,Dallas Mavericks,107,88,True,Final
401584873,2023-11-26T20:30Z,2023-11-26,2,Milwaukee Bucks,Portland Trail Blazers,108,102,True,Final
401584874,2023-11-26T23:00Z,2023-11-26,2,Boston Celtics,Atlanta Hawks,113,103,True,Final
401584875,2023-11-26T23:00Z,2023-11-26,2,New York Knicks,Phoenix Suns,113,116,True,Final
401584876,2023-11-26T23:00Z,2023-11-26,2,Orlando Magic,Charlotte Hornets,130,117,True,Final
401584877,2023-11-26T23:00Z,2023-11-26,2,Memphis Grizzlies,Minnesota Timberwolves,97,119,True,Final
401584878,2023-11-27T00:30Z,2023-11-26,2,Brooklyn Nets,Chicago Bulls,118,109,True,Final
401584879,2023-11-27T00:30Z,2023-11-26,2,Cleveland Cavaliers,Toronto Raptors,105,102,True,Final
401584880,2023-11-27T01:00Z,2023-11-26,2,Denver Nuggets,San Antonio Spurs,132,120,True,Final
401584881,2023-11-28T00:00Z,2023-11-27,2,Detroit Pistons,Washington Wizards,107,126,True,Final
401584882,2023-11-28T00:00Z,2023-11-27,2,Indiana Pacers,Portland Trail Blazers,110,114,True,Final
401584883,2023-11-28T00:00Z,2023-11-27,2,Philadelphia 76ers,Los Angeles Lakers,138,94,True,Final
401584884,2023-11-28T02:00Z,2023-11-27,2,Utah Jazz,New Orleans Pelicans,114,112,True,Final
401584885,2023-11-28T03:30Z,2023-11-27,2,LA Clippers,Denver Nuggets,104,113,True,Final
401584141,2023-11-29T00:30Z,2023-11-28,2,Boston Celtics,Chicago Bulls,124,97,True,Final
401584142,2023-11-29T00:30Z,2023-11-28,2,Brooklyn Nets,Toronto Raptors,115,103,True,Final
401584143,2023-11-29T00:30Z,2023-11-28,2,Cleveland Cavaliers,Atlanta Hawks,128,105,True,Final
401584144,2023-11-29T00:30Z,2023-11-28,2,Miami Heat,Milwaukee Bucks,124,131,True,Final
401584145,2023-11-29T00:30Z,2023-11-28,2,New York Knicks,Charlotte Hornets,115,91,True,Final
401584146,2023-11-29T01:00Z,2023-11-28,2,Minnesota Timberwolves,Oklahoma City Thunder,106,103,True,Final
401584147,2023-11-29T01:30Z,2023-11-28,2,Dallas Mavericks,Houston Rockets,121,115,True,Final
