event_id,date_utc,fetch_date,season_type,home_team,away_team,home_points,away_points,played,status_detail
401468187,2022-10-23T00:00Z,2022-10-22,2,Chicago Bulls,Cleveland Cavaliers,96,128,True,Final
401468188,2022-10-23T00:00Z,2022-10-22,2,Milwaukee Bucks,Houston Rockets,125,105,True,Final
401468189,2022-10-23T00:30Z,2022-10-22,2,Dallas Mavericks,Memphis Grizzlies,137,96,True,Final
401468190,2022-10-23T01:00Z,2022-10-22,2,Denver Nuggets,Oklahoma City Thunder,122,117,True,Final
401468191,2022-10-23T02:00Z,2022-10-22,2,Sacramento Kings,LA Clippers,109,111,True,Final
401468192,2022-10-23T19:30Z,2022-10-23,2,Los Angeles Lakers,Portland Trail Blazers,104,106,True,Final
401468193,2022-10-23T21:00Z,2022-10-23,2,Atlanta Hawks,Charlotte Hornets,109,126,True,Final
401468194,2022-10-23T23:00Z,2022-10-23,2,Cleveland Cavaliers,Washington Wizards,117,107,True,Final/OT
401468195,2022-10-23T23:00Z,2022-10-23,2,New Orleans Pelicans,Utah Jazz,121,122,True,Final/OT
401468196,2022-10-24T00:00Z,2022-10-23,2,Oklahoma City Thunder,Minnesota Timberwolves,106,116,True,Final
401468197,2022-10-24T00:30Z,2022-10-23,2,Golden State Warriors,Sacramento Kings,130,125,True,Final
401468198,2022-10-24T02:00Z,2022-10-23,2,LA Clippers,Phoenix Suns,95,112,True,Final
401468199,2022-10-24T23:00Z,2022-10-24,2,Philadelphia 76ers,Indiana Pacers,120,106,True,Final
401468200,2022-10-24T23:30Z,2022-10-24,2,Miami Heat,Toronto Raptors,90,98,True,Final
401468201,2022-10-24T23:30Z,2022-10-24,2,New York Knicks,Orlando Magic,115,102,True,Final
401468202,2022-10-25T00:00Z,2022-10-24,2,Chicago Bulls,Boston Celtics,120,102,True,Final
401468203,2022-10-25T00:00Z,2022-10-24,2,Houston Rockets,Utah Jazz,114,108,True,Final
401468204,2022-10-25T00:00Z,2022-10-24,2,Memphis Grizzlies,Brooklyn Nets,134,124,True,Final
401468205,2022-10-25T00:00Z,2022-10-24,2,Minnesota Timberwolves,San Antonio Spurs,106,115,True,Final
401468206,2022-10-25T02:00Z,2022-10-24,2,Portland Trail Blazers,Denver Nuggets,135,110,True,Final
401468207,2022-10-25T23:00Z,2022-10-25,2,Washington Wizards,Detroit Pistons,120,99,True,Final
401468208,2022-10-25T23:30Z,2022-10-25,2,New Orleans Pelicans,Dallas Mavericks,113,111,True,Final
401468209,2022-10-26T00:00Z,2022-10-25,2,Oklahoma City Thunder,LA Clippers,108,94,True,Final
401468210,2022-10-26T02:00Z,2022-10-25,2,Phoenix Suns,Golden State Warriors,134,105,True,Final
401468211,2022-10-26T23:00Z,2022-10-26,2,Cleveland Cavaliers,Orlando Magic,103,92,True,Final
401468212,2022-10-26T23:00Z,2022-10-26,2,Detroit Pistons,Atlanta Hawks,113,118,True,Final
401468213,2022-10-26T23:30Z,2022-10-26,2,New York Knicks,Charlotte Hornets,134,131,True,Final/OT
401468214,2022-10-26T23:30Z,2022-10-26,2,Toronto Raptors,Philadelphia 76ers,119,109,True,Final
401468215,2022-10-26T23:30Z,2022-10-26,2,Milwaukee Bucks,Brooklyn Nets,110,99,True,Final
401468216,2022-10-27T00:00Z,2022-10-26,2,Chicago Bulls,Indiana Pacers,124,109,True,Final
401468217,2022-10-27T00:00Z,2022-10-26,2,Minnesota Timberwolves,San Antonio Spurs,134,122,True,Final
401468218,2022-10-27T01:00Z,2022-10-26,2,Utah Jazz,Houston Rockets,109,101,True,Final
401468220,2022-10-27T02:00Z,2022-10-26,2,Portland Trail Blazers,Miami Heat,98,119,True,Final
401468219,2022-10-27T02:15Z,2022-10-26,2,Denver Nuggets,Los Angeles Lakers,110,99,True,Final
401468221,2022-10-27T23:30Z,2022-10-27,2,Brooklyn Nets,Dallas Mavericks,125,129,True,Final/OT
401468222,2022-10-28T00:00Z,2022-10-27,2,Oklahoma City Thunder,LA Clippers,118,110,True,Final
401468223,2022-10-28T02:00Z,2022-10-27,2,Golden State Warriors,Miami Heat,123,110,True,Final
401468224,2022-10-28T02:00Z,2022-10-27,2,Sacramento Kings,Memphis Grizzlies,110,125,True,Final
401468225,2022-10-28T23:00Z,2022-10-28,2,Detroit Pistons,Atlanta Hawks,112,136,True,Final
401468226,2022-10-28T23:00Z,2022-10-28,2,Orlando Magic,Charlotte Hornets,113,93,True,Final
401468227,2022-10-28T23:30Z,2022-10-28,2,Boston Celtics,Cleveland Cavaliers,123,132,True,Final/OT
401468228,2022-10-28T23:30Z,2022-10-28,2,Toronto Raptors,Philadelphia 76ers,90,112,True,Final
401468229,2022-10-28T23:30Z,2022-10-28,2,Washington Wizards,Indiana Pacers,117,127,True,Final
401468230,2022-10-29T00:00Z,2022-10-28,2,Milwaukee Bucks,New York Knicks,119,108,True,Final
401468231,2022-10-29T00:00Z,2022-10-28,2,Minnesota Timberwolves,Los Angeles Lakers,111,102,True,Final
401468232,2022-10-29T00:30Z,2022-10-28,2,San Antonio Spurs,Chicago Bulls,129,124,True,Final
401468233,2022-10-29T01:00Z,2022-10-28,2,Denver Nuggets,Utah Jazz,117,101,True,Final
401468235,2022-10-29T02:00Z,2022-10-28,2,Portland Trail Blazers,Houston Rockets,125,111,True,Final
401468234,2022-10-29T02:15Z,2022-10-28,2,Phoenix Suns,New Orleans Pelicans,124,111,True,Final
401468236,2022-10-29T22:00Z,2022-10-29,2,Sacramento Kings,Miami Heat,119,113,True,Final
401468237,2022-10-29T23:00Z,2022-10-29,2,Charlotte Hornets,Golden State Warriors,120,113,True,Final/OT
401468238,2022-10-29T23:30Z,2022-10-29,2,Brooklyn Nets,Indiana Pacers,116,125,True,Final
401468239,2022-10-30T00:00Z,2022-10-29,2,Chicago Bulls,Philadelphia 76ers,109,114,True,Final
401468240,2022-10-30T00:00Z,2022-10-29,2,Milwaukee Bucks,Atlanta Hawks,123,115,True,Final
401468241,2022-10-30T01:00Z,2022-10-29,2,Dallas Mavericks,Oklahoma City Thunder,111,117,True,Final/OT
401468242,2022-10-30T01:00Z,2022-10-29,2,Utah Jazz,Memphis Grizzlies,124,123,True,Final
401468243,2022-10-30T19:00Z,2022-10-30,2,LA Clippers,New Orleans Pelicans,91,112,True,Final
401468244,2022-10-30T22:00Z,2022-10-30,2,Boston Celtics,Washington Wizards,112,94,True,Final
401468245,2022-10-30T22:00Z,2022-10-30,2,Cleveland Cavaliers,New York Knicks,121,108,True,Final
401468246,2022-10-30T22:00Z,2022-10-30,2,Detroit Pistons,Golden State Warriors,128,114,True,Final
401468247,2022-10-30T23:00Z,2022-10-30,2,San Antonio Spurs,Minnesota Timberwolves,107,98,True,Final
401468248,2022-10-30T23:30Z,2022-10-30,2,Dallas Mavericks,Orlando Magic,114,105,True,Final
401468249,2022-10-31T01:00Z,2022-10-30,2,Phoenix Suns,Houston Rockets,124,109,True,Final
401468250,2022-10-31T01:30Z,2022-10-30,2,Los Angeles Lakers,Denver Nuggets,121,110,True,Final
401468251,2022-10-31T23:00Z,2022-10-31,2,Charlotte Hornets,Sacramento Kings,108,115,True,Final
401468252,2022-10-31T23:00Z,2022-10-31,2,Washington Wizards,Philadelphia 76ers,111,118,True,Final
401468253,2022-10-31T23:30Z,2022-10-31,2,Brooklyn Nets,Indiana Pacers,116,109,True,Final
401468254,2022-10-31T23:30Z,2022-10-31,2,Toronto Raptors,Atlanta Hawks,139,109,True,Final
401468255,2022-11-01T00:00Z,2022-10-31,2,Milwaukee Bucks,Detroit Pistons,110,108,True,Final
401468256,2022-11-01T01:00Z,2022-10-31,2,Utah Jazz,Memphis Grizzlies,121,105,True,Final
401468257,2022-11-01T02:30Z,2022-10-31,2,LA Clippers,Houston Rockets,95,93,True,Final
401468258,2022-11-01T23:30Z,2022-11-01,2,Brooklyn Nets,Chicago Bulls,99,108,True,Final
401468259,2022-11-01T23:30Z,2022-11-01,2,Miami Heat,Golden State Warriors,116,109,True,Final
401468260,2022-11-02T00:00Z,2022-11-01,2,Oklahoma City Thunder,Orlando Magic,116,108,True,Final
401468261,2022-11-02T02:00Z,2022-11-01,2,Phoenix Suns,Minnesota Timberwolves,116,107,True,Final
401468263,2022-11-02T22:00Z,2022-11-02,2,Philadelphia 76ers,Washington Wizards,111,121,True,Final
401468262,2022-11-02T23:30Z,2022-11-02,2,Cleveland Cavaliers,Boston Celtics,114,113,True,Final/OT
401468264,2022-11-02T23:30Z,2022-11-02,2,Miami Heat,Sacramento Kings,110,107,True,Final
401468265,2022-11-02T23:30Z,2022-11-02,2,New York Knicks,Atlanta Hawks,99,112,True,Final
401468266,2022-11-03T00:00Z,2022-11-02,2,Chicago Bulls,Charlotte Hornets,106,88,True,Final
401468267,2022-11-03T00:00Z,2022-11-02,2,Houston Rockets,LA Clippers,101,109,True,Final
401468268,2022-11-03T00:00Z,2022-11-02,2,Milwaukee Bucks,Detroit Pistons,116,91,True,Final
401468269,2022-11-03T00:00Z,2022-11-02,2,San Antonio Spurs,Toronto Raptors,100,143,True,Final
401468270,2022-11-03T00:30Z,2022-11-02,2,Dallas Mavericks,Utah Jazz,103,100,True,Final
401468271,2022-11-03T02:00Z,2022-11-02,2,Portland Trail Blazers,Memphis Grizzlies,106,111,True,Final
401468272,2022-11-03T02:30Z,2022-11-02,2,Los Angeles Lakers,New Orleans Pelicans,120,117,True,Final/OT
401468273,2022-11-03T23:00Z,2022-11-03,2,Orlando Magic,Golden State Warriors,130,129,True,Final
401468274,2022-11-04T00:00Z,2022-11-03,2,Oklahoma City Thunder,Denver Nuggets,110,122,True,Final
401468275,2022-11-04T23:00Z,2022-11-04,2,Detroit Pistons,Cleveland Cavaliers,88,112,True,Final
401468276,2022-11-04T23:00Z,2022-11-04,2,Indiana Pacers,Miami Heat,101,99,True,Final
401468277,2022-11-04T23:00Z,2022-11-04,2,Philadelphia 76ers,New York Knicks,104,106,True,Final
401468278,2022-11-04T23:00Z,2022-11-04,2,Washington Wizards,Brooklyn Nets,86,128,True,Final
401468279,2022-11-04T23:30Z,2022-11-04,2,Boston Celtics,Chicago Bulls,123,119,True,Final
401468280,2022-11-05T00:00Z,2022-11-04,2,Memphis Grizzlies,Charlotte Hornets,130,99,True,Final
401468281,2022-11-05T00:00Z,2022-11-04,2,San Antonio Spurs,LA Clippers,106,113,True,Final
401468282,2022-11-05T00:30Z,2022-11-04,2,Dallas Mavericks,Toronto Raptors,111,110,True,Final
401468283,2022-11-05T00:30Z,2022-11-04,2,New Orleans Pelicans,Golden State Warriors,114,105,True,Final
401468284,2022-11-05T02:00Z,2022-11-04,2,Minnesota Timberwolves,Milwaukee Bucks,102,115,True,Final
401468285,2022-11-05T02:00Z,2022-11-04,2,Phoenix Suns,Portland Trail Blazers,106,108,True,Final
401468286,2022-11-05T02:30Z,2022-11-04,2,Los Angeles Lakers,Utah Jazz,116,130,True,Final
401468287,2022-11-05T21:00Z,2022-11-05,2,Orlando Magic,Sacramento Kings,123,126,True,Final/OT
401468288,2022-11-05T23:00Z,2022-11-05,2,Charlotte Hornets,Brooklyn Nets,94,98,True,Final
401468289,2022-11-05T23:30Z,2022-11-05,2,Atlanta Hawks,New Orleans Pelicans,124,121,True,Final/OT
401468290,2022-11-05T23:30Z,2022-11-05,2,New York Knicks,Boston Celtics,118,133,True,Final
401468291,2022-11-06T00:00Z,2022-11-05,2,Milwaukee Bucks,Oklahoma City Thunder,108,94,True,Final
401468292,2022-11-06T00:00Z,2022-11-05,2,Minnesota Timberwolves,Houston Rockets,129,117,True,Final
401468293,2022-11-06T01:00Z,2022-11-05,2,Denver Nuggets,San Antonio Spurs,126,101,True,Final
401468294,2022-11-06T02:00Z,2022-11-05,2,Phoenix Suns,Portland Trail Blazers,102,82,True,Final
401468295,2022-11-06T20:30Z,2022-11-06,2,Los Angeles Lakers,Cleveland Cavaliers,100,114,True,Final
401468296,2022-11-06T23:00Z,2022-11-06,2,Toronto Raptors,Chicago Bulls,113,104,True,Final
401468297,2022-11-06T23:00Z,2022-11-06,2,Memphis Grizzlies,Washington Wizards,103,97,True,Final
401468298,2022-11-07T03:00Z,2022-11-06,2,LA Clippers,Utah Jazz,102,110,True,Final
401468299,2022-11-08T00:00Z,2022-11-07,2,Charlotte Hornets,Washington Wizards,100,108,True,Final
401468300,2022-11-08T00:15Z,2022-11-07,2,Orlando Magic,Houston Rockets,127,134,True,Final
401468301,2022-11-08T00:30Z,2022-11-07,2,Detroit Pistons,Oklahoma City Thunder,112,103,True,Final
401468302,2022-11-08T00:45Z,2022-11-07,2,Indiana Pacers,New Orleans Pelicans,129,122,True,Final
401468303,2022-11-08T01:00Z,2022-11-07,2,Philadelphia 76ers,Phoenix Suns,100,88,True,Final
401468304,2022-11-08T01:15Z,2022-11-07,2,Atlanta Hawks,Milwaukee Bucks,117,98,True,Final
401468305,2022-11-08T01:30Z,2022-11-07,2,Miami Heat,Portland Trail Blazers,107,110,True,Final
401468306,2022-11-08T01:45Z,2022-11-07,2,Chicago Bulls,Toronto Raptors,111,97,True,Final
401468307,2022-11-08T02:00Z,2022-11-07,2,Memphis Grizzlies,Boston Celtics,106,109,True,Final
401468308,2022-11-08T02:15Z,2022-11-07,2,Minnesota Timberwolves,New York Knicks,107,120,True,Final
401468309,2022-11-08T02:30Z,2022-11-07,2,San Antonio Spurs,Denver Nuggets,109,115,True,Final
401468310,2022-11-08T02:45Z,2022-11-07,2,Dallas Mavericks,Brooklyn Nets,96,94,True,Final
401468311,2022-11-08T03:00Z,2022-11-07,2,Golden State Warriors,Sacramento Kings,116,113,True,Final
401468312,2022-11-08T03:15Z,2022-11-07,2,Utah Jazz,Los Angeles Lakers,139,116,True,Final
401468313,2022-11-08T03:30Z,2022-11-07,2,LA Clippers,Cleveland Cavaliers,119,117,True,Final
401468316,2022-11-09T22:30Z,2022-11-09,2,Orlando Magic,Dallas Mavericks,94,87,True,Final
401468314,2022-11-10T00:00Z,2022-11-09,2,Charlotte Hornets,Portland Trail Blazers,95,105,True,Final
401468315,2022-11-10T00:00Z,2022-11-09,2,Indiana Pacers,Denver Nuggets,119,122,True,Final
401468317,2022-11-10T00:30Z,2022-11-09,2,Atlanta Hawks,Utah Jazz,119,125,True,Final
401468318,2022-11-10T00:30Z,2022-11-09,2,Boston Celtics,Detroit Pistons,128,112,True,Final
401468319,2022-11-10T00:30Z,2022-11-09,2,Brooklyn Nets,New York Knicks,112,85,True,Final
401468320,2022-11-10T00:30Z,2022-11-09,2,Toronto Raptors,Houston Rockets,116,109,True,Final
401468321,2022-11-10T01:00Z,2022-11-09,2,Chicago Bulls,New Orleans Pelicans,111,115,True,Final
401468322,2022-11-10T01:00Z,2022-11-09,2,Minnesota Timberwolves,Phoenix Suns,117,129,True,Final
401468323,2022-11-10T01:00Z,2022-11-09,2,Oklahoma City Thunder,Milwaukee Bucks,132,136,True,Final/2OT
401468324,2022-11-10T01:00Z,2022-11-09,2,San Antonio Spurs,Memphis Grizzlies,122,124,True,Final/OT
401468325,2022-11-10T03:00Z,2022-11-09,2,LA Clippers,Los Angeles Lakers,114,101,True,Final
401468326,2022-11-10T03:00Z,2022-11-09,2,Sacramento Kings,Cleveland Cavaliers,127,120,True,Final
401468327,2022-11-11T00:00Z,2022-11-10,2,Washington Wizards,Dallas Mavericks,113,105,True,Final
401468328,2022-11-11T00:30Z,2022-11-10,2,Atlanta Hawks,Philadelphia 76ers,104,95,True,Final
401468329,2022-11-11T00:30Z,2022-11-10,2,Miami Heat,Charlotte Hornets,117,112,True,Final/OT
401468330,2022-11-11T01:00Z,2022-11-10,2,New Orleans Pelicans,Portland Trail Blazers,95,106,True,Final
401468331,2022-11-12T00:00Z,2022-11-11,2,Boston Celtics,Denver Nuggets,131,112,True,Final
401468332,2022-11-12T00:00Z,2022-11-11,2,Orlando Magic,Phoenix Suns,114,97,True,Final
401468333,2022-11-12T00:30Z,2022-11-11,2,New York Knicks,Detroit Pistons,121,112,True,Final
401468334,2022-11-12T01:00Z,2022-11-11,2,Oklahoma City Thunder,Toronto Raptors,132,113,True,Final
401468335,2022-11-12T01:00Z,2022-11-11,2,San Antonio Spurs,Milwaukee Bucks,111,93,True,Final
401468336,2022-11-12T02:30Z,2022-11-11,2,Memphis Grizzlies,Minnesota Timberwolves,114,103,True,Final
401468337,2022-11-12T03:00Z,2022-11-11,2,Golden State Warriors,Cleveland Cavaliers,106,101,True,Final
401468338,2022-11-12T03:30Z,2022-11-11,2,Los Angeles Lakers,Sacramento Kings,114,120,True,Final
401468339,2022-11-12T21:00Z,2022-11-12,2,LA Clippers,Brooklyn Nets,95,110,True,Final
401468340,2022-11-12T23:00Z,2022-11-12,2,Washington Wizards,Utah Jazz,121,112,True,Final
401468341,2022-11-13T00:00Z,2022-11-12,2,Detroit Pistons,Boston Celtics,108,117,True,Final
401468342,2022-11-13T00:00Z,2022-11-12,2,Indiana Pacers,Toronto Raptors,118,104,True,Final
401468343,2022-11-13T00:30Z,2022-11-12,2,Philadelphia 76ers,Atlanta Hawks,121,109,True,Final
401468344,2022-11-13T01:00Z,2022-11-12,2,Miami Heat,Charlotte Hornets,132,115,True,Final
401468345,2022-11-13T01:30Z,2022-11-12,2,Dallas Mavericks,Portland Trail Blazers,117,112,True,Final
401468346,2022-11-13T01:30Z,2022-11-12,2,New Orleans Pelicans,Houston Rockets,119,106,True,Final
401468347,2022-11-13T17:00Z,2022-11-13,2,New York Knicks,Oklahoma City Thunder,135,145,True,Final
401468348,2022-11-13T23:00Z,2022-11-13,2,Cleveland Cavaliers,Minnesota Timberwolves,124,129,True,Final
401468349,2022-11-13T23:00Z,2022-11-13,2,Washington Wizards,Memphis Grizzlies,102,92,True,Final
401468350,2022-11-14T00:30Z,2022-11-13,2,Philadelphia 76ers,Utah Jazz,105,98,True,Final
401468351,2022-11-14T01:00Z,2022-11-13,2,Chicago Bulls,Denver Nuggets,103,126,True,Final
401468352,2022-11-14T02:00Z,2022-11-13,2,Sacramento Kings,Golden State Warriors,122,115,True,Final
401468353,2022-11-14T02:30Z,2022-11-13,2,Los Angeles Lakers,Brooklyn Nets,116,103,True,Final
401468354,2022-11-15T00:00Z,2022-11-14,2,Detroit Pistons,Toronto Raptors,111,115,True,Final
401468355,2022-11-15T00:00Z,2022-11-14,2,Orlando Magic,Charlotte Hornets,105,112,True,Final
401468356,2022-11-15T00:30Z,2022-11-14,2,Boston Celtics,Oklahoma City Thunder,126,122,True,Final
401468357,2022-11-15T00:30Z,2022-11-14,2,Miami Heat,Phoenix Suns,113,112,True,Final
401468358,2022-11-15T01:00Z,2022-11-14,2,Houston Rockets,LA Clippers,106,122,True,Final
401468359,2022-11-15T01:00Z,2022-11-14,2,Milwaukee Bucks,Atlanta Hawks,106,121,True,Final
401468360,2022-11-15T03:00Z,2022-11-14,2,Golden State Warriors,San Antonio Spurs,132,95,True,Final
401468361,2022-11-16T00:30Z,2022-11-15,2,New Orleans Pelicans,Memphis Grizzlies,113,102,True,Final
401468362,2022-11-16T01:30Z,2022-11-15,2,Dallas Mavericks,LA Clippers,103,101,True,Final
401468363,2022-11-16T02:00Z,2022-11-15,2,Utah Jazz,New York Knicks,111,118,True,Final
401468364,2022-11-16T03:00Z,2022-11-15,2,Portland Trail Blazers,San Antonio Spurs,117,110,True,Final
401468365,2022-11-16T03:00Z,2022-11-15,2,Sacramento Kings,Brooklyn Nets,153,121,True,Final
401468366,2022-11-17T00:00Z,2022-11-16,2,Charlotte Hornets,Indiana Pacers,113,125,True,Final
401468367,2022-11-17T00:00Z,2022-11-16,2,Orlando Magic,Minnesota Timberwolves,108,126,True,Final
401468368,2022-11-17T00:00Z,2022-11-16,2,Washington Wizards,Oklahoma City Thunder,120,121,True,Final
401468369,2022-11-17T00:30Z,2022-11-16,2,Atlanta Hawks,Boston Celtics,101,126,True,Final
401468370,2022-11-17T00:30Z,2022-11-16,2,Toronto Raptors,Miami Heat,112,104,True,Final
401468371,2022-11-17T01:00Z,2022-11-16,2,Milwaukee Bucks,Cleveland Cavaliers,113,98,True,Final
401468372,2022-11-17T01:00Z,2022-11-16,2,New Orleans Pelicans,Chicago Bulls,124,110,True,Final
401468373,2022-11-17T01:30Z,2022-11-16,2,Dallas Mavericks,Houston Rockets,92,101,True,Final
401468374,2022-11-17T03:00Z,2022-11-16,2,Denver Nuggets,New York Knicks,103,106,True,Final
401468375,2022-11-17T03:00Z,2022-11-16,2,Phoenix Suns,Golden State Warriors,130,119,True,Final
401468376,2022-11-18T03:00Z,2022-11-17,2,Portland Trail Blazers,Brooklyn Nets,107,109,True,Final
401468377,2022-11-18T03:00Z,2022-11-17,2,Sacramento Kings,San Antonio Spurs,130,112,True,Final
401468378,2022-11-18T03:30Z,2022-11-17,2,LA Clippers,Detroit Pistons,96,91,True,Final
401468379,2022-11-19T00:00Z,2022-11-18,2,Washington Wizards,Miami Heat,107,106,True,Final/OT
401468380,2022-11-19T00:30Z,2022-11-18,2,Cleveland Cavaliers,Charlotte Hornets,132,122,True,Final/2OT
401468381,2022-11-19T00:30Z,2022-11-18,2,Philadelphia 76ers,Milwaukee Bucks,110,102,True,Final
401468382,2022-11-19T01:00Z,2022-11-18,2,Chicago Bulls,Orlando Magic,107,108,True,Final
401468383,2022-11-19T01:00Z,2022-11-18,2,Houston Rockets,Indiana Pacers,91,99,True,Final
401468384,2022-11-19T01:00Z,2022-11-18,2,Memphis Grizzlies,Oklahoma City Thunder,121,110,True,Final
401468385,2022-11-19T01:30Z,2022-11-18,2,Dallas Mavericks,Denver Nuggets,127,99,True,Final
401468386,2022-11-19T01:30Z,2022-11-18,2,New Orleans Pelicans,Boston Celtics,109,117,True,Final
401468387,2022-11-19T02:00Z,2022-11-18,2,Utah Jazz,Phoenix Suns,134,133,True,Final
401468388,2022-11-19T03:00Z,2022-11-18,2,Golden State Warriors,New York Knicks,111,101,True,Final
401468389,2022-11-19T03:30Z,2022-11-18,2,Los Angeles Lakers,Detroit Pistons,128,121,True,Final
401468390,2022-11-19T23:00Z,2022-11-19,2,Atlanta Hawks,Toronto Raptors,124,122,True,Final/OT
401468391,2022-11-20T00:00Z,2022-11-19,2,Indiana Pacers,Orlando Magic,114,113,True,Final
401468392,2022-11-20T00:30Z,2022-11-19,2,Philadelphia 76ers,Minnesota Timberwolves,109,112,True,Final
401468393,2022-11-20T03:00Z,2022-11-19,2,Portland Trail Blazers,Utah Jazz,113,118,True,Final
401468394,2022-11-20T03:30Z,2022-11-19,2,LA Clippers,San Antonio Spurs,119,97,True,Final
401468395,2022-11-20T20:30Z,2022-11-20,2,Phoenix Suns,New York Knicks,116,95,True,Final
401468396,2022-11-20T23:00Z,2022-11-20,2,Washington Wizards,Charlotte Hornets,106,102,True,Final
401468397,2022-11-20T23:00Z,2022-11-20,2,Sacramento Kings,Detroit Pistons,137,129,True,Final
401468398,2022-11-21T00:00Z,2022-11-20,2,Brooklyn Nets,Memphis Grizzlies,127,115,True,Final
401468399,2022-11-21T00:00Z,2022-11-20,2,Cleveland Cavaliers,Miami Heat,113,87,True,Final
401468400,2022-11-21T00:00Z,2022-11-20,2,Houston Rockets,Golden State Warriors,120,127,True,Final
401468401,2022-11-21T00:30Z,2022-11-20,2,Dallas Mavericks,Denver Nuggets,97,98,True,Final
401468402,2022-11-21T02:30Z,2022-11-20,2,Los Angeles Lakers,San Antonio Spurs,123,92,True,Final
401468403,2022-11-22T00:00Z,2022-11-21,2,Cleveland Cavaliers,Atlanta Hawks,114,102,True,Final
401468404,2022-11-22T00:00Z,2022-11-21,2,Indiana Pacers,Orlando Magic,123,102,True,Final
401468405,2022-11-22T01:00Z,2022-11-21,2,Chicago Bulls,Boston Celtics,121,107,True,Final
401468406,2022-11-22T01:00Z,2022-11-21,2,Milwaukee Bucks,Portland Trail Blazers,119,111,True,Final
401468407,2022-11-22T01:00Z,2022-11-21,2,Minnesota Timberwolves,Miami Heat,105,101,True,Final
401468408,2022-11-22T01:00Z,2022-11-21,2,New Orleans Pelicans,Golden State Warriors,128,83,True,Final
401468409,2022-11-22T01:00Z,2022-11-21,2,Oklahoma City Thunder,New York Knicks,119,129,True,Final
401468410,2022-11-22T03:30Z,2022-11-21,2,LA Clippers,Utah Jazz,121,114,True,Final
401468411,2022-11-23T00:30Z,2022-11-22,2,Philadelphia 76ers,Brooklyn Nets,115,106,True,Final
